"","date","gdp","c","ch","gdph","jc","jgdp","jgf","jgs","jgse","jgsi","ptgh","ptgsh","ptgfh","yptmr","yptmd","yptu","gtfp","ypog","yptx","ytpi","yctlg","g","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gfeghhx","gfeghdx","gfeigx","gfsub","gssub","gsub","gftfbusx","pcw","gdppothq","gdppotq","recessq","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","cpiu_g.x","jgf_g","jgs_g","jc_g","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","cpiu_g.y","pcw_g","gftfp_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","yptmr_g","yptmd_g","gfrptCurrentLaw_g","gfrptCurrentLaw","fshare","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet","gftfpnet_g","gstfp_g","gstfpnet_g","gfsub_g","gssub_g","gfeghhx_g","gfeghdx_g","gfeg_g","gfeigx_g","jgsi_g","jgse_g"
"225",2026-03-31,26357.0744094816,17872.4288114034,NA,21135.5228949697,121.709206648881,124.766329787234,124.674309348114,135.348451820418,135.164048614495,136.149088524613,NA,NA,NA,1175.50788366289,828.664073449537,NA,5722.05307241816,NA,NA,NA,NA,4554.18026622826,NA,NA,1837.78124773627,2861.2416677942,NA,NA,2042.95987379381,173.234163749369,540.304686812634,1749.02197444796,4366.81605947602,1706.00520000186,NA,NA,NA,NA,1355.23701294214,NA,739.218410377883,635.17695964888,88.5732888038764,1197.82735083681,0.66184401003968,NA,NA,NA,21183.2,26404.5,NA,0.0109864886419782,0.00583931742722577,0.00448107280202192,0.00960490645539958,0.00496688741721862,0.00564516129032255,0.0119136772902673,0.00702125015533728,0.00159579183782022,0.000672796591163927,0.00215011727912429,0.00854469620110465,0.0101262340923445,0.0100746539102703,0.00558464223385702,0.00534949772811233,0.00790753450457227,0.0048583156851707,NA,NA,NA,NA,0.0225263959818156,NA,0.010971488177707,0.0292900567804737,0.00633201653412074,0.00354882576941384,0.00980473305463514,0.017384260172786,0.0132978615142676,0.0284565624505206,2140.316105,0.629670798,NA,NA,NA,NA,NA,0.010971488177707,0.0100746539102703,0.0100746539102703,0.00448107280202192,0.00448107280202192,0.0132978615142676,0.0132978615142676,0.0101262340923445,0.0101262340923445,0.00790753450457227,0.00790753450457227
"226",2026-06-30,26645.3249586923,18072.2465416757,NA,21257.9192185293,122.299403507876,125.36664893617,125.334845982354,136.412091812294,136.226239468078,137.219020344774,NA,NA,NA,1195.59403565553,839.538921319159,NA,5787.75229833019,NA,NA,NA,NA,4594.49535956725,NA,NA,1854.7876107995,2891.32001913833,NA,NA,2101.09548902633,174.324183316583,542.215353385759,1766.00416219655,4418.26857023334,1721.79214083321,NA,NA,NA,NA,1369.48372809685,NA,748.919431591243,643.512608590092,89.3929236265508,1203.14833887043,0.664784053156146,NA,NA,NA,21277.3,26656.7,NA,0.0109363636013808,0.00579102415245702,0.00444219947883218,0.00955140222310602,0.00411861614497533,0.00481154771451475,0.0111802224745634,0.00630043259771162,0.00191780013572118,0.000747049155834345,0.00263311878291383,0.00885232708901507,0.00925374719334693,0.0105123421354765,0.00555362721277319,0.00529809740029008,0.00785853090722477,0.00484923758231393,NA,NA,NA,NA,0.0224002516107833,NA,0.0117826146227686,0.0284565624505206,0.00629217438189911,0.00353627614151497,0.00970953366892635,0.0170872116400085,0.0131233490361808,0.0276691923504451,2199.536923,0.629670798,NA,NA,NA,NA,NA,0.0117826146227686,0.0105123421354765,0.0105123421354765,0.00444219947883218,0.00444219947883218,0.0131233490361808,0.0131233490361808,0.00925374719334693,0.00925374719334693,0.00785853090722477,0.00785853090722477
"227",2026-09-30,26935.8068633157,18273.6797765889,NA,21380.5183528984,122.89145636565,126.067021276596,125.999763968398,137.494312932988,137.306986134935,138.307643208079,NA,NA,NA,1215.68018764818,850.41376918878,NA,5856.85197862427,NA,NA,NA,NA,4635.31948186254,NA,NA,1873.32629876995,2921.91165292861,NA,NA,2159.23110425885,175.414202883796,544.126019958883,1782.98634994515,4472.87841736666,1739.00153292912,NA,NA,NA,NA,1383.97356125761,NA,758.620452804603,651.848257531304,90.2864100334202,1208.45236307398,0.667714723127714,NA,NA,NA,21371.1,26910.6,NA,0.0109017962841014,0.005767221763749,0.00440845408016988,0.00952480989769922,0.00492206726825262,0.005586592178771,0.0111459986144322,0.00627461132836449,0.00194357736026851,0.000821140638996853,0.00262620367668509,0.00888544205628183,0.00999504625894088,0.0105805077223504,0.00552295478080778,0.00530513266947086,0.00793346913984139,0.00484101181847096,NA,NA,NA,NA,0.0222755120981417,NA,0.0123600107746356,0.0276691923504451,0.00625283048212522,0.00352381495874932,0.00961616518925523,0.0168001440234966,0.012953357603164,0.0269242209033833,2258.757741,0.629670798,NA,NA,NA,NA,NA,0.0123600107746356,0.0105805077223504,0.0105805077223504,0.00440845408016988,0.00440845408016988,0.012953357603164,0.012953357603164,0.00999504625894088,0.00999504625894088,0.00793346913984139,0.00793346913984139
"228",2026-12-31,27229.0272495817,18478.9498350242,NA,21503.5231088866,123.485197319057,126.667340425532,126.670967932515,138.583446971372,138.394636301094,139.403219881567,NA,NA,NA,1237.31127739387,861.709540730237,NA,5924.81408149131,NA,NA,NA,NA,4676.75443890539,NA,NA,1890.4954229507,2952.9139126758,NA,NA,2217.36671949138,174.039192207904,545.404946332084,1800.13721019383,4526.15619266809,1754.93956427421,NA,NA,NA,NA,1398.65788882322,NA,768.696963359849,660.506547487962,91.1138892540534,1213.77335110759,0.670654766244181,NA,NA,NA,21465.2,27166.5,NA,0.0108858957800682,0.00575312319177379,0.00440314256168395,0.00950926400749164,0.00489795918367353,0.00476190476190474,0.0112330992413652,0.00637089294056326,0.0019691982130261,0.000820466920265384,0.00266783081102062,0.00893896466143951,0.00916504732358869,0.0106102659593155,0.00549261929282507,0.0053270255671658,0.00792130245354605,0.00483142580425278,NA,NA,NA,NA,0.0221521541060332,NA,0.0119112952175446,0.0269242209033833,-0.00783865076651158,0.00235042311209011,0.00961917641669396,0.017793404848963,0.0132826771516552,0.0251818520497105,2315.63744425,0.629670798,NA,NA,NA,NA,NA,0.0119112952175446,0.0106102659593155,0.0106102659593155,0.00440314256168395,0.00440314256168395,0.0132826771516552,0.0132826771516552,0.00916504732358869,0.00916504732358869,0.00792130245354605,0.00792130245354605
"229",2027-03-31,27525.0875427366,18692.7012928243,NA,21627.339108113,124.082165353458,127.267659574468,127.34844242774,139.67260262807,139.482308056114,140.498818301249,NA,NA,NA,1258.94236713956,873.005312271694,NA,5993.05611079116,NA,NA,NA,NA,4717.98578436572,NA,NA,1907.79558968934,2983.60820295531,NA,NA,2273.20412016156,172.664181532012,546.683872705285,1817.28807044251,4579.85976520598,1770.99924191722,NA,NA,NA,NA,1413.19634558519,NA,778.773473915095,669.164837444619,91.9476841721286,1219.12826680136,0.673613555650444,NA,NA,NA,21559.9,27424.5,NA,0.0108729662077596,0.00575794015703468,0.00441179211001996,0.0094969907790845,0.00487408610885476,0.00473933649289116,0.0115672946627619,0.00670057318156125,0.00187732832712451,0.000819794306156085,0.00251560156741348,0.00881623057163994,0.00915112860291112,0.0103945767425691,0.00546261522704006,0.00534830124283947,0.00785920454787647,0.00483432870790934,NA,NA,NA,NA,0.0220301548106692,NA,0.0118651611327236,0.0251818520497105,-0.00790058065915145,0.0023449115777221,0.00952752943028878,0.0174823345918649,0.0131085603762546,0.0245633025978391,2372.5171475,0.629670798,NA,NA,NA,NA,NA,0.0118651611327236,0.0103945767425691,0.0103945767425691,0.00441179211001996,0.00441179211001996,0.0131085603762546,0.0131085603762546,0.00915112860291112,0.00915112860291112,0.00785920454787647,0.00785920454787647
"230",2027-06-30,27823.7848922882,18911.1982955071,NA,21751.763539768,124.681011641512,127.968031914894,128.030010111204,140.773498163679,140.581703695245,141.606226045616,NA,NA,NA,1280.57345688524,884.301083813151,NA,6059.12759482957,NA,NA,NA,NA,4759.92977036487,NA,NA,1926.70083870717,3014.81577568097,NA,NA,2329.04152083174,171.28917085612,547.962799078486,1834.43893069119,4631.14967447636,1788.54891121082,NA,NA,NA,NA,1427.97792035321,NA,788.849984470341,677.823127401277,92.8588372722206,1224.50014632521,0.676581718201606,NA,NA,NA,21654.9,27684.5,NA,0.010851821963793,0.0057531086479492,0.00440632841525246,0.00948057393936086,0.00485044462409046,0.00550314465408808,0.0116888939303097,0.0068297246725475,0.00193236714975842,0.000893588502494547,0.00255754475703318,0.00889023153442814,0.00990947306934054,0.0104596751995596,0.00577249575551786,0.00535199073086989,0.00788197194649953,0.00482620758871866,NA,NA,NA,NA,0.0232906837735471,NA,0.0111990130483994,0.0245633025978391,-0.00796349690880838,0.00233942583100544,0.00943761230133622,0.0171819539244162,0.0129389493771392,0.0239744118646039,2429.39685075,0.629670798,NA,NA,NA,NA,NA,0.0111990130483994,0.0104596751995596,0.0104596751995596,0.00440632841525246,0.00440632841525246,0.0129389493771392,0.0129389493771392,0.00990947306934054,0.00990947306934054,0.00788197194649953,0.00788197194649953
"231",2027-09-30,28126.0321254508,19133.7340597922,NA,21877.3034308755,125.281717505228,128.56835106383,128.710361885621,141.884445553709,141.691137493818,142.72374510488,NA,NA,NA,1302.20454663093,895.596855354608,NA,6124.51870504318,NA,NA,NA,NA,4801.87375636402,NA,NA,1944.2540237357,3045.92069191739,NA,NA,2384.87892150193,169.914160180228,549.241725451687,1851.58979093987,4681.80783352315,1804.8434647504,NA,NA,NA,NA,1442.71087152003,NA,798.926495025587,686.481417357934,93.7048266024932,1229.91160811923,0.679571751424197,NA,NA,NA,21750.6,27947.3,NA,0.0108629086349188,0.00577148105154701,0.00441932310931925,0.00949267640737594,0.00482703137570395,0.00469116497263489,0.0117674068458116,0.00691614342037128,0.00187019666286781,0.000892790714976499,0.00240662302656913,0.0088118917762805,0.00911048808195414,0.0103173522201034,0.00540175557056055,0.00531400234856272,0.00789173675813259,0.00481794184862427,NA,NA,NA,NA,0.0217827273836275,NA,0.0109385708965501,0.0239744118646039,-0.00802742326919814,0.00233396569137856,0.00934937651057033,0.0168917211499142,0.0127736714883906,0.0234130966426669,2486.276554,0.629670798,NA,NA,NA,NA,NA,0.0109385708965501,0.0103173522201034,0.0103173522201034,0.00441932310931925,0.00441932310931925,0.0127736714883906,0.0127736714883906,0.00911048808195414,0.00911048808195414,0.00789173675813259,0.00789173675813259
"232",2027-12-31,28428.7864848435,19360.5105237596,NA,22001.4236463162,125.886970098534,129.268723404255,129.391760066872,143.004382705354,142.809548806058,143.850307103563,NA,NA,NA,1342.12091360985,907.31946865116,NA,6250.32463948698,NA,NA,NA,NA,4843.81774236317,NA,NA,1963.48916103351,3077.3335776215,NA,NA,2440.71632217211,166.21543570052,554.067432824628,1869.15820906969,4792.7349459965,1822.69936805404,NA,NA,NA,NA,1457.58969349048,NA,809.383774210479,695.466884583329,94.6318789234154,1235.3796160135,0.682593028463117,NA,NA,NA,21847.3,28213,NA,0.0107642044225194,0.00567346957694648,0.00444585436723588,0.00950717958443215,0.00480384307445947,0.0054474708171206,0.0118521801995768,0.00698729104044715,0.00180837100772924,0.000817661488144106,0.0024008450974744,0.0087349206012679,0.00989332518435648,0.0103131003336592,0.00570852921423781,0.00529404292916547,0.00789330463445026,0.00483113262939305,NA,NA,NA,NA,0.0230303858559711,NA,0.0236932220239963,0.0234130966426669,-0.0217681944564514,0.00878612667122547,0.00948828850525718,0.0306529163042699,0.0130891630832159,0.0104709397504941,2512.310206,0.629670798,NA,NA,NA,NA,NA,0.0236932220239963,0.0103131003336592,0.0103131003336592,0.00444585436723588,0.00444585436723588,0.0130891630832159,0.0130891630832159,0.00989332518435648,0.00989332518435648,0.00789330463445026,0.00789330463445026
"233",2028-03-31,28725.4553294745,19581.0269072435,NA,22119.4595374706,126.492796263061,129.869042553192,130.08904483323,144.117343253337,143.920993019791,144.969851229363,NA,NA,NA,1382.03728058877,919.042081947712,NA,6369.55851997743,NA,NA,NA,NA,4886.37256310989,NA,NA,1981.34321746224,3109.15708928253,NA,NA,2466.27291572962,162.516711220812,558.893140197569,1886.72662719952,4896.89551011166,1839.27321934676,NA,NA,NA,NA,1472.66300986576,NA,819.841053395371,704.452351808725,95.4923689835517,1240.87589695789,0.6856299274102,NA,NA,NA,21944.5,28481.1,NA,0.0104355085571171,0.00536492060931493,0.00444906235553133,0.00950271151596782,0.00478087649402381,0.00464396284829749,0.011390008709393,0.00654604487968369,0.00186333595364951,0.000742721330956542,0.00253880053650124,0.00878538851173838,0.00909302520382882,0.0103412616339194,0.00534223706176973,0.00538894258797717,0.00778270236846956,0.00481246124243451,NA,NA,NA,NA,0.0215407959015572,NA,0.0217330115870837,0.0104709397504941,-0.02225259323311,0.00870960299604606,0.00939910706572578,0.0297412599521727,0.0129200504360156,0.0103624353146461,2538.343858,0.629670798,NA,NA,NA,NA,NA,0.0217330115870837,0.0103412616339194,0.0103412616339194,0.00444906235553133,0.00444906235553133,0.0129200504360156,0.0129200504360156,0.00909302520382882,0.00909302520382882,0.00778270236846956,0.00778270236846956
"234",2028-06-30,29014.1115796694,19791.7492938419,NA,22229.6872124576,127.101025180298,130.569414893617,130.782936305152,145.252372034569,145.054475400283,146.111594130264,NA,NA,NA,1421.95364756768,930.764695244263,NA,6483.23431330843,NA,NA,NA,NA,4928.9273838566,NA,NA,2000.9128482338,3140.98060094356,NA,NA,2491.82950928713,158.817986741104,563.71884757051,1904.29504532935,4995.49798706737,1857.43963164394,NA,NA,NA,NA,1487.73632624105,NA,830.298332580263,713.43781903412,96.4355424761807,1246.44003322259,0.688704318936877,NA,NA,NA,22042.9,28752.4,NA,0.0100487963335665,0.00498328970471595,0.00448403928091334,0.00952561523255779,0.00475812846946866,0.00539291217257309,0.0107615595237482,0.00592466377045353,0.00177268896573768,0.000816387115926798,0.00234124898466237,0.00870887763818584,0.00987695145348644,0.0102354145342887,0.00564596479574897,0.00533397314748596,0.00787572651292412,0.00480840755525858,NA,NA,NA,NA,0.0227758416138208,NA,0.0201357118509278,0.0103624353146461,-0.0227590409129209,0.00863440079302991,0.00931158646756547,0.028882265000777,0.0127552519376568,0.01025615655576,2564.37751,0.629670798,NA,NA,NA,NA,NA,0.0201357118509278,0.0102354145342887,0.0102354145342887,0.00448403928091334,0.00448403928091334,0.0127552519376568,0.0127552519376568,0.00987695145348644,0.00987695145348644,0.00787572651292412,0.00787572651292412
"235",2028-09-30,29300.2321987135,20001.1590829196,NA,22336.5685090871,127.712630883434,131.269787234043,131.48543920467,146.384336335924,146.184897476047,147.250254423744,NA,NA,NA,1461.8700145466,942.487308540815,NA,6590.32600634054,NA,NA,NA,NA,4971.58401039457,NA,NA,2020.6504527798,3172.70145611536,NA,NA,2517.38610284464,155.119262261397,568.544554943451,1921.86346345917,5087.56498732541,1875.76197334404,NA,NA,NA,NA,1502.76101901513,NA,840.755611765155,722.423286259515,97.3868115948001,1252.04940636749,0.691803705516617,NA,NA,NA,22142.1,29026.6,NA,0.00986142961015712,0.0048080432085249,0.00450031529426687,0.00953659520596539,0.00473559589581685,0.00536398467432941,0.0105806609597079,0.00574106998545343,0.0017405430494315,0.000741564701520314,0.00228811135475238,0.00865434266239795,0.00986429996859628,0.0100990293165997,0.00528401585204752,0.00537151802340929,0.0077930865121103,0.00481196514558602,NA,NA,NA,NA,0.0213041792652071,NA,0.018429994466294,0.01025615655576,-0.0232890779917596,0.00856048612484517,0.00922568074359931,0.0280714965970912,0.0125946045831438,0.0101520356883804,2590.411162,0.629670798,NA,NA,NA,NA,NA,0.018429994466294,0.0100990293165997,0.0100990293165997,0.00450031529426687,0.00450031529426687,0.0125946045831438,0.0125946045831438,0.00986429996859628,0.00986429996859628,0.0077930865121103,0.0077930865121103
"236",2028-12-31,29586.3528177577,20210.2659648771,NA,22441.928724645,128.32767422891,131.870106382979,132.177114472017,147.529870889865,147.328871315836,148.402565242929,NA,NA,NA,1451.85047298765,954.8990086569,NA,6553.51125014625,NA,NA,NA,NA,5014.24063693254,NA,NA,2039.01706250783,3204.52496777639,NA,NA,2542.94269640216,154.835306821193,572.20486384275,1939.2310669486,5035.67691475583,1892.81162587532,NA,NA,NA,NA,1517.83433539042,NA,851.827598018531,731.936943477682,98.2720045576689,1257.70401639259,0.694928087149418,NA,NA,NA,22242.1,29303.7,NA,0.00976513145369262,0.00471693830299191,0.00451628346001498,0.00954641604597173,0.0054988216810683,0.0045731707317076,0.0104547382024514,0.00561187428887333,0.0016506428819647,0.000815116709892427,0.00218776752592031,0.00858008764385487,0.00908945419172258,0.0100304148061865,0.00558475689881743,0.00526047044852174,0.00782552684675775,0.00481583803592489,NA,NA,NA,NA,0.0225268623690846,NA,-0.0101989994621881,0.0101520356883804,-0.00183056208535293,0.00643803351465344,0.0090368560616505,-0.00685392097741533,0.0131690899215411,0.010770420603214,2618.31097975,0.629670798,NA,NA,NA,NA,NA,-0.0101989994621881,0.0100304148061865,0.0100304148061865,0.00451628346001498,0.00451628346001498,0.0131690899215411,0.0131690899215411,0.00908945419172258,0.00908945419172258,0.00782552684675775,0.00782552684675775
"237",2029-03-31,29869.329254175,20415.0311781122,NA,22543.5369402263,128.945362374017,132.570478723404,132.884817068702,148.677455272214,148.474892191279,149.556938016023,NA,NA,NA,1441.83093142869,967.310708772986,NA,6532.7435838785,NA,NA,NA,NA,5057.10087505304,NA,NA,2059.0779881252,3236.34847943742,NA,NA,2570.33125881228,154.551351380989,575.86517274205,1956.59867043802,4999.83593211279,1911.43410527119,NA,NA,NA,NA,1532.90765176571,NA,862.899584271907,741.450600695849,99.2388563854199,1263.39820868786,0.69807433945365,NA,NA,NA,22342.8,29583.5,NA,0.00956442445475925,0.00452760619766912,0.00452745019579992,0.00954828229882221,0.00468749999999996,0.00531107738998471,0.0101317426297567,0.00529289933263444,0.00164792275000725,0.00074041166888783,0.00213553530751698,0.00854770267800942,0.00983852758578463,0.00993080471553043,0.00555374060764446,0.00535419917064717,0.00777865780961595,0.00481336663208753,NA,NA,NA,NA,0.0224007127894272,NA,-0.00711741107496699,0.010770420603214,-0.00183391918828679,0.00639685037753468,0.00895592267751466,-0.00690122140356297,0.0129979191553908,0.010655654720076,2646.2107975,0.629670798,NA,NA,NA,NA,NA,-0.00711741107496699,0.00993080471553043,0.00993080471553043,0.00452745019579992,0.00452745019579992,0.0129979191553908,0.0129979191553908,0.00983852758578463,0.00983852758578463,0.00777865780961595,0.00777865780961595
"238",2029-06-30,30154.7398964969,20628.4797287921,NA,22645.5507774268,129.565243574261,133.17079787234,133.593671443708,149.836651540277,149.632509132018,150.722991363476,NA,NA,NA,1431.81138986974,979.722408889071,NA,6530.0736562652,NA,NA,NA,NA,5100.26653054731,NA,NA,2077.72855078051,3268.37730407691,NA,NA,2597.7198212224,154.267395940786,579.52548164135,1973.96627392745,4981.99544092178,1928.74735020288,NA,NA,NA,NA,1548.07821534342,NA,873.971570525282,750.964257914016,100.137734679264,1269.12067403327,0.701236213666045,NA,NA,NA,22444,29865.7,NA,0.00955530805172233,0.00452519218572189,0.00452942334890882,0.00953910118816226,0.00466562986003116,0.00452830188679232,0.0104554604309788,0.00562112117204183,0.00164521156843511,0.000887836638058692,0.00208362930340478,0.00853565245400012,0.00905772523570114,0.00989659328807968,0.00552306692657556,0.00533435188942688,0.00779671851350972,0.00480731674897839,NA,NA,NA,NA,0.0222759681549261,NA,-0.00356821532411178,0.010655654720076,-0.00183728862715438,0.00635619077616845,0.00887642609178396,-0.00694917922798843,0.0128311410217192,0.0105433088612434,2674.11061525,0.629670798,NA,NA,NA,NA,NA,-0.00356821532411178,0.00989659328807968,0.00989659328807968,0.00452942334890882,0.00452942334890882,0.0128311410217192,0.0128311410217192,0.00905772523570114,0.00905772523570114,0.00779671851350972,0.00779671851350972
"239",2029-09-30,30441.9761932474,20837.5866107496,NA,22747.4632092225,130.187953658704,133.871170212766,134.308579064244,151.000735350576,150.795006956045,151.893961164807,NA,NA,NA,1421.79184831078,992.134109005157,NA,6544.23764790646,NA,NA,NA,NA,5143.1267686678,NA,NA,2097.99645450429,3299.99550275948,NA,NA,2625.10838363252,153.983440500582,583.185790540649,1991.33387741688,4981.18336339017,1947.56196657167,NA,NA,NA,NA,1563.05428451629,NA,885.043556778658,760.477915132182,101.114561976956,1274.82617554859,0.704388714733542,NA,NA,NA,22544.9,30149.6,NA,0.00952541118697647,0.00450032912854814,0.00449563357690264,0.00950588802539354,0.00464396284829749,0.00525920360631127,0.0101368052666355,0.00530515719452684,0.00152724548309946,0.000887049083382552,0.00189026983601903,0.00840352908299713,0.0097548371832139,0.00967397449588536,0.00581583198707603,0.00535135843494849,0.00776901911737315,0.00480615068721257,NA,NA,NA,NA,0.0234670593590895,NA,-0.000163002463820616,0.0105433088612434,-0.00184067047007541,0.00631604479052883,0.00879832838018602,-0.0069978082517328,0.0126685885751652,0.0104333072801448,2702.010433,0.629670798,NA,NA,NA,NA,NA,-0.000163002463820616,0.00967397449588536,0.00967397449588536,0.00449563357690264,0.00449563357690264,0.0126685885751652,0.0126685885751652,0.0097548371832139,0.0097548371832139,0.00776901911737315,0.00776901911737315
"240",2029-12-31,30731.1395696724,21047.6022140677,NA,22849.2742356134,130.813866001959,134.571542553192,135.032184618792,152.167598733114,151.960280565329,153.067726980585,NA,NA,NA,1461.35323752607,1005.68356062789,NA,6708.03941190745,NA,NA,NA,NA,5186.19061837081,NA,NA,2118.36213071675,3331.61370144205,NA,NA,2652.49694604264,153.983440500582,586.66769846149,2008.32886468344,5130.00905821829,1966.46734476225,NA,NA,NA,NA,1578.03035368916,NA,897.130486103776,770.863667045876,102.09610149537,1280.53167706392,0.707541215801039,NA,NA,NA,22645.8,30435.5,NA,0.00949883721705058,0.00447570902541883,0.00447551330899665,0.00948271287181268,0.00462249614791976,0.00523168908819116,0.0100786913206963,0.00524571191355272,0.00146737253999296,0.00081240768094526,0.00183953587094954,0.00837308735327302,0.00970720239718781,0.00958128538542913,0.00546097012528102,0.00538763465140613,0.00772753443768748,0.00480775928697441,NA,NA,NA,NA,0.0220234659912002,NA,0.0298775780714946,0.0104333072801448,0,0.00597049512748415,0.00853447403235474,0.0278250218288207,0.0136568751137078,0.0102560906729112,2729.722497,0.629670798,NA,NA,NA,NA,NA,0.0298775780714946,0.00958128538542913,0.00958128538542913,0.00447551330899665,0.00447551330899665,0.0136568751137078,0.0136568751137078,0.00970720239718781,0.00970720239718781,0.00772753443768748,0.00772753443768748
"241",2030-03-31,31022.8385772481,21258.4255697061,NA,22950.9838565995,131.443183070354,135.171861702128,135.746481928274,153.348905369227,153.139977750223,154.256021487184,NA,NA,NA,1500.91462674135,1019.23301225062,NA,6857.54313217019,NA,NA,NA,NA,5229.86530282138,NA,NA,2137.25058901394,3363.64252608154,NA,NA,2679.70119523088,153.983440500582,590.149606382331,2025.32385195,5264.34221490332,1984.00142729504,NA,NA,NA,NA,1593.20091726687,NA,909.217415428894,781.249418959569,103.006445353692,1286.23717857924,0.710693716868537,NA,NA,NA,22746.7,30723.8,NA,0.00949196846131772,0.00445132829766659,0.00445557233570915,0.00947249100556924,0.005368098159509,0.00446096654275085,0.0100165022834557,0.00518079601554233,0.00152268221909391,0.00103313408604544,0.00183615819209049,0.00842134191826016,0.00891653887846,0.00961360695137725,0.00543130990415341,0.00528983006161488,0.00776319430646422,0.00481078258466705,NA,NA,NA,NA,0.0219028761260704,NA,0.0261857542863067,0.0102560906729112,0,0.00593505988138121,0.00846225315256888,0.0270717497996997,0.0134728777054622,0.0101519711364273,2757.434561,0.629670798,NA,NA,NA,NA,NA,0.0261857542863067,0.00961360695137725,0.00961360695137725,0.00445557233570915,0.00445557233570915,0.0134728777054622,0.0134728777054622,0.00891653887846,0.00891653887846,0.00776319430646422,0.00776319430646422
"242",2030-06-30,31316.1603887602,21478.6390460699,NA,23052.4906667761,132.075551336713,135.872234042553,136.47664563222,154.538778020053,154.328229279207,155.452932679675,NA,NA,NA,1540.47601595664,1032.78246387336,NA,6984.75456424463,NA,NA,NA,NA,5273.13276410692,NA,NA,2157.77667248985,3395.15806827488,NA,NA,2706.90544441911,153.983440500582,593.631514303172,2042.31883921656,5376.6262014061,2003.05571092576,NA,NA,NA,NA,1608.12836283853,NA,921.304344754012,791.635170873262,103.995715824247,1291.92571626449,0.713836844791135,NA,NA,NA,22847.3,31013.8,NA,0.00945502813295884,0.00442276508975858,0.00442261954481293,0.00943893658987505,0.00457665903890159,0.00518134715025909,0.0103588798540921,0.00552135400780585,0.00137693631669533,0.000958348691485478,0.00159781944640258,0.00827315022094188,0.00960396669507202,0.00936946835133989,0.00571973307912299,0.005378877548609,0.00775925102276354,0.00481096281745286,NA,NA,NA,NA,0.0230759739579625,NA,0.0213291579306731,0.0101519711364273,0,0.00590004277421352,0.00839124431887761,0.0263581875414052,0.0132937723365278,0.0100499443910467,2785.146625,0.629670798,NA,NA,NA,NA,NA,0.0213291579306731,0.00936946835133989,0.00936946835133989,0.00442261954481293,0.00442261954481293,0.0132937723365278,0.0132937723365278,0.00960396669507202,0.00960396669507202,0.00775925102276354,0.00775925102276354
"243",2030-09-30,31611.0035789627,21698.2467081933,NA,23153.5918553336,132.711198125559,136.572606382979,137.195317939343,155.741486517349,155.52929916668,156.662755647469,NA,NA,NA,1580.03740517193,1046.33191549609,NA,7094.48060851285,NA,NA,NA,NA,5316.60383697497,NA,NA,2178.35301690826,3426.87892344668,NA,NA,2734.10969360734,153.983440500582,597.113422224013,2059.31382648313,5471.32755290025,2022.15665159433,NA,NA,NA,NA,1623.1530556126,NA,933.39127407913,802.020922786955,104.987408659803,1297.58598089961,0.71696435080557,NA,NA,NA,22947.4,31305.3,NA,0.00941504918043412,0.00438569480490925,0.00438126168081143,0.00939904171691319,0.00455580865603666,0.00515463917525771,0.0102244682101305,0.00538579635499215,0.00137504297009272,0.0010310796877302,0.00154835077182924,0.00824387983628072,0.00953590085606915,0.00934296858464601,0.00537124802527633,0.00526589955221213,0.00778256766816088,0.00481275135642534,NA,NA,NA,NA,0.0216587146141223,NA,0.0176135271351729,0.0100499443910467,0,0.00586543644827908,0.0083214172734567,0.0256812756612241,0.0131193664655356,0.00994994796728155,2812.858689,0.629670798,NA,NA,NA,NA,NA,0.0176135271351729,0.00934296858464601,0.00934296858464601,0.00438126168081143,0.00438126168081143,0.0131193664655356,0.0131193664655356,0.00953590085606915,0.00953590085606915,0.00778256766816088,0.00778256766816088
