date,fim_bars,fim_bars_ma,state_local_cont,federal_cont,taxes_transfers_cont,recession,state_health_outlays,state_social_benefits,state_noncorp_taxes,state_corporate_taxes,federal_health_outlays,federal_social_benefits,federal_noncorp_taxes,federal_corporate_taxes,health_outlays,social_benefits,noncorp_taxes,corporate_taxes,federal_nom,federal_cgrants,federal_igrants,pi_federal,state_local_nom,pi_state_local,pi_state_local_c,pi_state_local_i,gdp,gdppot,gdppoth,pi_gdp,pce,pi_pce,federal_cgrants_cont,federal_igrants_cont,federal_cont_0,state_local_cont_0,purchases_cont,health_outlays_net,social_benefits_net,noncorp_taxes_net,corporate_taxes_net,state_health_outlays_net,state_social_benefits_net,state_noncorp_taxes_net,state_corporate_taxes_net,federal_health_outlays_net,federal_social_benefits_net,federal_noncorp_taxes_net,federal_corporate_taxes_net,health_outlays_net_xmpc,state_health_outlays_net_xmpc,federal_health_outlays_net_xmpc,social_benefits_net_xmpc,state_social_benefits_net_xmpc,federal_social_benefits_net_xmpc,noncorp_taxes_net_xmpc,state_noncorp_taxes_net_xmpc,federal_noncorp_taxes_net_xmpc,corporate_taxes_net_xmpc,state_corporate_taxes_net_xmpc,federal_corporate_taxes_net_xmpc,transfers_net_taxes,state_transfers_net_taxes,federal_transfers_net_taxes,state_taxes_transfers_cont,federal_taxes_transfers_cont,health_cont,social_benefits_cont,noncorp_cont,corporate_cont
3/31/1998,0.004494103,0.001939566,0.00078404,0.000641234,0.003068829,0,-1.42E-14,1.42E-14,0,0,0,0,0,0,0,-1.14E-13,0,0,0,0,0,8.67E-19,0,3.69E-18,-1.52E-18,-2.71E-19,0,-1.98E-05,-1.98E-05,8.67E-19,0,-4.07E-20,8.20E-05,2.60E-05,0.000533256,0.000892018,0.001425274,0.007455589,0.011241893,0.043573245,0.004282154,0.001234903,0.001277308,0.014750522,0.000682289,0.006220686,0.009962602,0.028820739,0.003599865,0.00509904,0.000862818,0.004236223,0.007772428,0.000886065,0.006886071,0.048772192,0.017044729,0.031727054,0.005608951,0.000936261,0.004672601,0.067252612,0.019729874,0.047521949,0.000900301,0.002168491,0.000232676,0.000354667,0.002225542,0.000255944
6/30/1998,0.005383749,0.002900376,0.001456473,0.001152083,0.002775193,0,-7.11E-15,1.42E-14,0,0,0,1.14E-13,0,0,0,0,0,0,0,0,0,4.34E-18,0,-8.67E-19,8.67E-19,2.17E-19,0,-3.69E-05,-3.69E-05,1.73E-18,0,2.17E-18,0.000155219,4.50E-05,0.000951863,0.001656693,0.002608556,0.013776076,0.021320468,0.082542144,0.00787257,0.002330723,0.002393114,0.027865579,0.001279523,0.011445352,0.018927354,0.054680253,0.006593047,0.005870675,0.000988145,0.00488253,0.008975735,0.001013396,0.007962047,0.043018836,0.015132178,0.027885569,0.00365037,0.000600079,0.003050203,0.061515616,0.017733798,0.043780348,0.000800036,0.00197509,0.000264847,0.000404928,0.001940736,0.000164681
9/30/1998,0.00859614,0.005312505,0.003829278,0.003005074,0.001761788,0,-7.11E-15,1.42E-14,0,0,0,0,2.27E-13,0,0,0,0,0,0,1.42E-14,0,0,0,-3.47E-18,-3.47E-18,-4.34E-18,0,-9.56E-05,-9.56E-05,2.17E-18,0,-3.47E-18,0.000386584,0.000116496,0.002501994,0.004332358,0.006834352,0.03586499,0.055493737,0.217951724,0.020058783,0.006088639,0.006240298,0.07332589,0.003296941,0.029776351,0.049253439,0.144616277,0.016761842,0.014506333,0.002451925,0.012054407,0.022334121,0.00251677,0.019816905,0.000697079,0.000692003,5.97E-06,0.001969237,0.000318318,0.00165083,0.03950677,0.005979017,0.033528109,0.000266632,0.001495172,0.000646904,0.000995981,3.11E-05,8.78E-05
12/31/1998,0.009715312,0.007047326,0.005439266,0.004240672,3.54E-05,0,0,-1.42E-14,1.14E-13,0,0,0,2.27E-13,0,0,0,0,0,0,0,0,4.34E-19,0,1.73E-18,-1.73E-18,-4.34E-18,0,-0.00013565,-0.00013565,-1.73E-18,0,2.60E-18,0.000566055,0.000173135,0.003501482,0.006178456,0.009679939,0.05061091,0.07926013,0.314544565,0.029273209,0.008336218,0.008925751,0.104925056,0.004842695,0.042274692,0.070334378,0.209619508,0.024430514,0.024234202,0.004047858,0.020186343,0.037646151,0.004238206,0.033407499,-0.061446338,-0.020443871,-0.041001354,0.000372584,5.32E-05,0.000319297,0.000806599,-0.012104609,0.012911786,-0.00053084,0.000566238,0.001062775,0.001650948,-0.00269469,1.63E-05
3/31/1999,-0.001292571,0.005600657,-0.000640614,-0.000499402,-0.000152554,0,0,2.84E-14,1.14E-13,0,0,1.14E-13,0,0,0,0,0,0,0,-1.42E-14,0,-1.30E-18,0,0,-1.73E-18,-8.67E-19,0,1.61E-05,1.61E-05,-2.60E-18,0,0,-6.66E-05,-2.16E-05,-0.000411192,-0.000728824,-0.001140016,-0.00612443,-0.00941416,-0.037957315,-0.003397459,-0.001039304,-0.001066027,-0.012621888,-0.000559544,-0.005085126,-0.008348133,-0.025333818,-0.002836307,0.021178698,0.003536162,0.017642536,0.032998539,0.003710956,0.029287584,-0.059045838,-0.019816845,-0.039228647,0.001323998,0.000210275,0.001113581,-0.003544603,-0.012359452,0.008815053,-0.000531933,0.000379387,0.0009115,0.001420208,-0.002541245,5.70E-05
6/30/1999,0.012197063,0.007303986,0.006944853,0.005317852,-6.56E-05,0,0,1.42E-14,0,0,0,0,-2.27E-13,0,0,0,0,0,0,1.42E-14,0,3.47E-18,0,-4.68E-17,-3.99E-17,0,0,-0.000172939,-0.000172939,0,0,5.20E-18,0.000739501,0.00020406,0.004374291,0.007888415,0.012262705,0.067048351,0.10301961,0.41309878,0.038444283,0.01159952,0.011535014,0.137365245,0.006277676,0.055448831,0.091467302,0.275768123,0.032166607,0.03316496,0.005621641,0.027543318,0.051380846,0.005767883,0.045609072,-0.086223389,-0.028795316,-0.057431707,0.00013214,1.57E-05,0.000116266,-0.001545442,-0.017390059,0.015836949,-0.000738643,0.000672675,0.001408682,0.002182402,-0.00366234,5.61E-06
9/30/1999,0.006554117,0.00679348,0.004565839,0.003455171,-0.001466892,0,-1.42E-14,1.42E-14,1.14E-13,0,0,0,0,0,0,0,0,0,0,0,0,1.73E-18,0,-5.20E-18,-3.47E-17,3.47E-18,0,-0.000112662,-0.000112662,4.77E-18,0,-4.34E-18,0.000464837,0.00015232,0.002838014,0.005182995,0.00802101,0.043600108,0.067371744,0.272787966,0.024774325,0.007383966,0.007582138,0.090636401,0.003999493,0.036216143,0.059789606,0.182140298,0.020774832,0.034905361,0.00591309,0.028992271,0.054053398,0.006069797,0.04797971,-0.122105002,-0.040724911,-0.081382277,-0.001781195,-0.000294869,-0.001485939,-0.034927437,-0.029036892,-0.005896235,-0.001219499,-0.000247632,0.001465965,0.00227015,-0.0051282,-7.48E-05
12/31/1999,-0.003371791,0.003521704,-0.001057708,-0.00080907,-0.001505014,0,1.42E-14,-2.84E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.99E-17,0,1.04E-17,3.12E-17,-1.73E-18,0,2.61E-05,2.61E-05,-1.73E-18,0,8.67E-19,-0.000110399,-3.69E-05,-0.000661794,-0.001204984,-0.001866778,-0.010318672,-0.015630404,-0.06424096,-0.005817115,-0.001723929,-0.001779261,-0.021395418,-0.000927404,-0.008594742,-0.013851143,-0.042845542,-0.004889711,0.021196206,0.003649557,0.017546649,0.032703028,0.003661169,0.029037967,-0.087050829,-0.029045542,-0.058005636,-0.00327688,-0.000537211,-0.002739282,-0.036428476,-0.022272027,-0.014160302,-0.000920151,-0.000585022,0.000875704,0.0013511,-0.003596436,-0.000135382
3/31/2000,-0.012151558,0.000806958,-0.006858303,-0.005269682,-2.36E-05,0,-1.42E-14,2.84E-14,-1.14E-13,0,0,0,0,0,0,0,0,0,0,0,0,5.20E-18,0,4.34E-17,-4.51E-17,-1.73E-18,0,0.000168406,0.000168406,0,0,-3.47E-18,-0.000715145,-0.000232203,-0.004322334,-0.007805651,-0.012127986,-0.067749607,-0.101380222,-0.425106467,-0.038396496,-0.011686681,-0.011603152,-0.14103976,-0.006045764,-0.056062926,-0.089793911,-0.284066707,-0.032350732,0.007330541,0.001253897,0.006076644,0.012010664,0.001290316,0.010712667,-0.017056381,-0.005797556,-0.011259969,-0.002868207,-0.000475179,-0.002393059,-0.000583383,-0.003728522,0.003136284,-0.000150656,0.000126726,0.000296201,0.000485309,-0.000689188,-0.000115894
6/30/2000,-0.00043022,-0.002349863,0.000651037,0.000478441,-0.001559698,0,1.42E-14,-4.26E-14,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.30E-18,0,2.60E-17,0,-3.82E-17,0,-1.58E-05,-1.58E-05,-8.67E-19,0,3.47E-18,6.47E-05,2.24E-05,0.000391293,0.000738184,0.001129478,0.006359414,0.009679494,0.041116952,0.003775902,0.001077283,0.001102488,0.013479055,0.000586732,0.00528213,0.008577007,0.027634743,0.00318917,-0.00632447,-0.001113606,-0.005210864,-0.008990862,-0.001057002,-0.007937649,-0.020892344,-0.007026833,-0.013866055,-0.002796077,-0.00046353,-0.002332578,-0.039003753,-0.009660971,-0.029347146,-0.000386327,-0.001173546,-0.000252905,-0.00035953,-0.000835451,-0.000111811
9/30/2000,0.009622869,-0.001582675,0.007572898,0.005689762,-0.00363979,0,0,-2.84E-14,1.14E-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91E-17,-4.34E-17,-4.34E-18,0,-0.000186375,-0.000186375,-2.60E-18,0,2.60E-18,0.000757167,0.000262183,0.004670412,0.008592248,0.01326266,0.077233603,0.117024564,0.491916918,0.044282587,0.013974548,0.013251229,0.16263041,0.00680267,0.063259055,0.103773335,0.329267871,0.037479917,0.001243066,0.000369275,0.000873791,0.002181022,0.000218543,0.00195869,-0.092351659,-0.030605314,-0.061745225,-0.004321127,-0.000697973,-0.003623208,-0.093248698,-0.030715469,-0.062535952,-0.001198921,-0.002440975,4.85E-05,8.51E-05,-0.003604776,-0.000168667
12/31/2000,0.019639339,0.004170108,0.013467014,0.00988588,-0.003713555,0,0,1.42E-14,0,0,0,1.14E-13,2.27E-13,0,0,-1.14E-13,0,0,0,-1.42E-14,0,-4.34E-18,0,3.47E-17,6.94E-18,8.67E-19,0,-0.0003288,-0.0003288,1.73E-18,0,-4.34E-18,0.001349304,0.000455333,0.008081243,0.015271651,0.023352894,0.139904369,0.206880915,0.879276767,0.072007184,0.023402006,0.023805115,0.286483377,0.011014798,0.116502363,0.1830758,0.59276051,0.061025267,0.03504325,0.00602261,0.02902064,0.052246069,0.005975028,0.046267252,-0.17652518,-0.057879072,-0.118641232,-0.006571998,-0.00104167,-0.005531477,-0.095807858,-0.046923105,-0.048884817,-0.00181876,-0.001894797,0.001358292,0.002025081,-0.006842194,-0.000254734
3/31/2001,0.014500158,0.010833037,0.009487969,0.006983382,-0.001971193,0,-1.42E-14,-2.84E-14,0,0,0,0,0,0,0,0,4.55E-13,0,0,-1.42E-14,0,4.77E-18,0,-3.47E-17,1.73E-18,4.34E-18,0,-0.000230947,-0.000230947,-8.67E-19,0,-4.34E-18,0.000986511,0.000347427,0.005649444,0.010821907,0.016471352,0.099653503,0.146443305,0.622817072,0.051108506,0.017362111,0.01715934,0.202470976,0.007782904,0.082291392,0.129283965,0.420346096,0.043325602,0.07270895,0.012558589,0.060150361,0.108006362,0.012446589,0.095559774,-0.224025652,-0.073175078,-0.15084672,-0.008132876,-0.001278357,-0.006855668,-0.051443216,-0.049448259,-0.001992253,-0.001894751,-7.63E-05,0.00278605,0.004138571,-0.008584181,-0.000311634
6/30/2001,0.011886724,0.013912273,0.006649958,0.004903639,0.000333128,0,0,0,-1.14E-13,0,0,0,-2.27E-13,0,0,-1.14E-13,0,0,0,-1.42E-14,0,-1.73E-18,0,-1.30E-18,-3.47E-18,1.73E-18,0,-0.000158759,-0.000158759,1.73E-18,0,8.67E-19,0.000699037,0.00024446,0.003960142,0.007593455,0.011553597,0.071250983,0.104622098,0.438523763,0.029386268,0.012110762,0.011970419,0.142994118,0.004778642,0.059140221,0.092635803,0.295529645,0.02459175,0.087309553,0.015041121,0.072268432,0.129368448,0.014891873,0.114473003,-0.199105971,-0.064903455,-0.134198559,-0.008849999,-0.001394995,-0.007455625,0.008722031,-0.036365456,0.045087251,-0.001388935,0.001722054,0.003334685,0.004941075,-0.007604617,-0.000338015
9/30/2001,0.016467348,0.015623393,0.00946174,0.00696498,4.06E-05,0,1.42E-14,0,0,0,0,-1.14E-13,2.27E-13,0,5.68E-14,0,0,0,0,0,0,3.47E-18,0,3.47E-18,1.30E-18,1.30E-18,0,-0.000223532,-0.000223532,-1.30E-18,0,1.08E-19,0.000982279,0.000362856,0.005619845,0.010806875,0.01642672,0.105172029,0.149453812,0.6191626,0.040012313,0.018849599,0.01741318,0.20368279,0.006795387,0.08632243,0.132018279,0.415479809,0.033239279,0.093595699,0.016138008,0.077457691,0.136665029,0.015828312,0.120828116,-0.219669181,-0.071758947,-0.147906953,-0.009515117,-0.00151161,-0.008004873,0.001076431,-0.041304237,0.042373981,-0.001558974,0.00159935,0.003532646,0.005158241,-0.008291124,-0.000359136
12/31/2001,0.017451936,0.015076542,0.011506816,0.008547037,-0.002601916,0,0,0,0,0,5.68E-14,0,0,0,0,1.14E-13,4.55E-13,0,0,-1.42E-14,0,-2.60E-18,0,-2.17E-18,2.60E-18,-2.60E-18,0,-0.000272055,-0.000272055,-1.73E-18,0,0,0.001183914,0.000438192,0.006924931,0.013128921,0.020053852,0.126015827,0.185541438,0.700541352,0.043338345,0.020181304,0.021329104,0.241503129,0.007699153,0.105834523,0.164212334,0.459038222,0.035611986,0.090470777,0.01541335,0.075057427,0.131863647,0.01527121,0.116583836,-0.281277174,-0.093443401,-0.187830493,-0.009983955,-0.001606825,-0.008377589,-0.068926705,-0.064365666,-0.004566819,-0.002429741,-0.000172393,0.003415184,0.004977724,-0.010617939,-0.000376885
3/31/2002,0.011449274,0.014313821,0.009305888,0.006875425,-0.004732039,0,0,0,-1.14E-13,0,-5.68E-14,1.14E-13,0,0,0,0,0,0,0,1.42E-14,0,-3.47E-18,0,-4.34E-18,-2.60E-18,8.67E-19,0,-0.000216488,-0.000216488,-1.73E-18,0,-1.95E-18,0.000947086,0.00034936,0.005578979,0.010602334,0.016181313,0.107551249,0.150329282,0.586162965,0.030827894,0.020066491,0.017210798,0.194146457,0.005758581,0.087484758,0.133118484,0.391994859,0.025069313,0.09224777,0.016021835,0.076225934,0.132737992,0.015282788,0.117446603,-0.339973362,-0.112982394,-0.22698509,-0.0111248,-0.001817429,-0.009307776,-0.126112401,-0.0834952,-0.042620329,-0.00313294,-0.001599217,0.003461357,0.004980648,-0.012756615,-0.000417429
6/30/2002,0.0032521,0.012155165,0.004436245,0.00340737,-0.004591515,0,0,-1.42E-14,-1.14E-13,0,0,-1.14E-13,0,0,0,-1.14E-13,0,0,0,-2.84E-14,0,1.73E-18,0,-1.73E-18,3.47E-18,-8.67E-19,0,-0.000103763,-0.000103763,1.73E-18,0,2.60E-18,0.000466316,0.000194692,0.002746362,0.005097253,0.007843615,0.051777621,0.074916718,0.266255261,0.014921086,0.009215794,0.00841516,0.093552511,0.002936486,0.042561827,0.066501558,0.172713126,0.0119846,0.087866263,0.015370467,0.072495796,0.126054281,0.014482854,0.111566397,-0.327424495,-0.108909764,-0.218510288,-0.010340693,-0.001706056,-0.008635042,-0.123844644,-0.080762498,-0.043083137,-0.002994253,-0.001597299,0.003257624,0.004673437,-0.012139197,-0.000383379
9/30/2002,-0.00037631,0.00794425,0.002207681,0.001721106,-0.004305096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84E-14,0,-3.47E-18,0,3.47E-18,5.20E-18,-1.30E-18,0,-5.16E-05,-5.16E-05,0,0,-4.34E-18,0.000242994,8.60E-05,0.001392081,0.002536706,0.003928787,0.02588773,0.038462655,0.131972213,0.007740003,0.004455404,0.004241522,0.046114939,0.001558321,0.021432327,0.034215974,0.085852115,0.006186842,0.070027296,0.012131773,0.057895523,0.101081271,0.011519231,0.089560879,-0.278576368,-0.093036945,-0.185536777,-0.009772883,-0.001624684,-0.008148776,-0.117240684,-0.071010624,-0.046229152,-0.002607521,-0.001697542,0.002571413,0.00371172,-0.010229368,-0.000358862
12/31/2002,-0.004287535,0.002509382,2.03E-05,1.59E-05,-0.004323738,0,1.42E-14,-2.84E-14,0,0,0,-1.14E-13,-2.27E-13,0,0,0,0,0,0,-2.84E-14,0,4.16E-17,0,1.73E-18,-1.73E-18,1.08E-18,0,-4.74E-07,-4.74E-07,3.47E-18,0,2.60E-18,2.25E-06,7.13E-07,1.29E-05,2.33E-05,3.62E-05,0.000242839,0.00035391,0.001217608,7.48E-05,4.13E-05,3.96E-05,0.000433578,1.49E-05,0.000201589,0.000314313,0.00078403,5.99E-05,0.041728374,0.007600261,0.034128113,0.059414077,0.006729092,0.052683824,-0.209990559,-0.070286821,-0.139702443,-0.009969281,-0.001656094,-0.008313764,-0.118817389,-0.057613562,-0.06120427,-0.002096544,-0.002227209,0.001518486,0.002162065,-0.007641508,-0.00036278
3/31/2003,0.000713366,-0.000174595,0.003106921,0.002477934,-0.00487149,0,-1.42E-14,1.42E-14,0,0,0,0,0,0,-1.14E-13,0,0,0,0,2.84E-14,0,3.99E-17,0,-4.34E-17,4.86E-17,-5.20E-18,0,-7.22E-05,-7.22E-05,-1.73E-18,0,-3.47E-18,0.000340165,0.000116844,0.002020925,0.003563931,0.005584856,0.037923785,0.054175805,0.185866241,0.012665318,0.006737949,0.006141416,0.066747306,0.002417596,0.031185837,0.048034389,0.119126152,0.010247721,0.026062195,0.004601339,0.021460855,0.037779545,0.004238481,0.033539903,-0.187007151,-0.063381343,-0.123625688,-0.011671341,-0.001938206,-0.009733712,-0.134836753,-0.056479728,-0.078358642,-0.002040545,-0.002831004,0.000941596,0.00136493,-0.006756344,-0.000421672
6/30/2003,-0.011462011,-0.003853122,-0.003679144,-0.002963672,-0.004819195,0,2.84E-14,-1.42E-14,0,0,0,0,0,0,0,-1.14E-13,0,0,0,2.84E-14,0,-4.34E-18,0,4.34E-19,1.63E-19,1.08E-18,0,8.55E-05,8.55E-05,2.60E-18,0,3.25E-19,-0.000408831,-0.000132015,-0.002422825,-0.00421999,-0.006642815,-0.045279133,-0.065405092,-0.22032539,-0.016765933,-0.008104589,-0.007378378,-0.079888259,-0.002949641,-0.037174545,-0.058035264,-0.14044568,-0.013807742,0.004224425,0.000704253,0.003520172,0.006207138,0.000684935,0.005519118,-0.134183622,-0.04518909,-0.088993386,-0.010986614,-0.001820327,-0.009167148,-0.134738673,-0.045620229,-0.089121245,-0.001631698,-0.003187598,0.000151095,0.000222011,-0.004799343,-0.000392958
9/30/2003,-0.012189729,-0.006806477,-0.004674789,-0.004090289,-0.00342465,0,-1.42E-14,2.84E-14,-1.14E-13,0,5.68E-14,-1.14E-13,2.27E-13,0,0,0,0,0,0,2.84E-14,0,-1.73E-18,0,-2.60E-18,1.73E-18,3.04E-18,0,0.000112706,0.000112706,-1.73E-18,0,-3.47E-18,-0.000606498,-0.000194147,-0.003289644,-0.005475434,-0.008765078,-0.060128478,-0.087808992,-0.292876969,-0.021707113,-0.010030129,-0.009940641,-0.105605218,-0.00357277,-0.050098349,-0.077868351,-0.18726048,-0.018134343,-0.015129222,-0.002554992,-0.01257423,-0.022203983,-0.002506051,-0.019699855,-0.050736655,-0.016290658,-0.034445771,-0.008786957,-0.001474479,-0.00731334,-0.096856817,-0.02282618,-0.074033196,-0.000807085,-0.002617656,-0.000534937,-0.000785085,-0.00179394,-0.000310688
12/31/2003,-0.015607037,-0.009636353,-0.00724003,-0.006169658,-0.002197349,0,-1.42E-14,1.42E-14,0,0,0,-1.14E-13,0,0,0,0,-4.55E-13,0,0,0,0,0,0,8.67E-19,0,-4.34E-19,0,0.000174583,0.000174583,3.47E-18,0,-8.67E-19,-0.000862151,-0.000280383,-0.005027124,-0.008382564,-0.013409688,-0.096143095,-0.137013075,-0.445414703,-0.037343396,-0.01482353,-0.015729967,-0.170760052,-0.005866003,-0.081319565,-0.121283108,-0.274672109,-0.031477392,-0.036816057,-0.005899567,-0.03091649,-0.053111555,-0.006054203,-0.047059275,0.031526067,0.013897441,0.017630435,-0.005141938,-0.000911786,-0.004229918,-0.063543483,0.001031884,-0.064575248,3.57E-05,-0.002233028,-0.001273108,-0.00183661,0.001090179,-0.000177809
3/31/2004,-0.016325068,-0.013895961,-0.007601289,-0.006662735,-0.002061044,0,-1.42E-14,2.84E-14,0,0,0,1.14E-13,2.27E-13,0,0,-1.14E-13,0,0,0,0,0,5.20E-18,0,3.99E-17,1.73E-18,3.47E-18,0,0.000186373,0.000186373,-5.20E-18,0,3.47E-18,-0.000961262,-0.000288251,-0.005413222,-0.008850802,-0.014264024,-0.102728939,-0.147234873,-0.492454055,-0.044095912,-0.015498241,-0.017015878,-0.184789084,-0.006746712,-0.087230698,-0.130237632,-0.307683609,-0.037349201,-0.06846292,-0.01090271,-0.05756021,-0.098428957,-0.011264594,-0.08717048,0.108217713,0.041384605,0.06683653,-0.001968457,-0.000427465,-0.001540758,-0.060642621,0.018789835,-0.079434917,0.000638605,-0.002699733,-0.002326831,-0.003345278,0.003677966,-6.69E-05
6/30/2004,-0.006555608,-0.01266936,-0.002727258,-0.0023424,-0.00148595,0,0,2.84E-14,1.14E-13,0,-5.68E-14,0,-2.27E-13,0,0,-1.14E-13,0,0,0,2.84E-14,0,3.47E-18,0,-2.43E-17,6.94E-18,2.08E-17,0,6.61E-05,6.61E-05,-3.47E-18,0,-1.73E-18,-0.000305713,-0.000105505,-0.001931182,-0.003138476,-0.005069659,-0.038071775,-0.053052133,-0.176547618,-0.016314588,-0.006164536,-0.006116319,-0.067081358,-0.002496726,-0.031907239,-0.046935814,-0.109466261,-0.013817861,-0.066841264,-0.010466198,-0.056375066,-0.095649541,-0.010980631,-0.084673104,0.118653861,0.044801915,0.073854943,-0.000445095,-0.000184953,-0.000260437,-0.04428204,0.023170133,-0.067453665,0.000777508,-0.002263508,-0.002242958,-0.003209662,0.003981606,-1.49E-05
9/30/2004,-0.015425046,-0.01347819,-0.007847186,-0.006666185,-0.000911675,0,1.42E-14,-2.84E-14,0,0,0,0,0,0,1.14E-13,-1.14E-13,0,0,0,-2.84E-14,0,-1.73E-18,0,4.51E-17,2.08E-17,-2.08E-17,0,0.000189263,0.000189263,-8.67E-19,0,-4.34E-18,-0.000861756,-0.000276419,-0.00552801,-0.008985361,-0.014513371,-0.112308895,-0.152773408,-0.513774396,-0.050495472,-0.018554815,-0.017809685,-0.193786784,-0.007721946,-0.09375408,-0.134963723,-0.319987612,-0.042773526,-0.078581858,-0.012384252,-0.066197606,-0.110266535,-0.012751166,-0.097519562,0.158677878,0.059735881,0.098943567,0.002571831,0.000298958,0.002273323,-0.027598684,0.03489942,-0.062500279,0.001152842,-0.002064589,-0.002595817,-0.003642465,0.005241651,8.50E-05
12/31/2004,-0.0234945,-0.015450056,-0.013003026,-0.011271648,0.000780174,0,-1.42E-14,0,0,0,0,0,0,0,0,1.14E-13,0,0,0,0,0,0,0,-1.39E-17,-1.56E-17,-1.39E-17,0,0.000316751,0.000316751,-4.34E-18,0,-1.73E-18,-0.001461547,-0.000519158,-0.009290943,-0.014983731,-0.024274674,-0.189068934,-0.257487245,-0.880347276,-0.09131944,-0.032252899,-0.03085159,-0.332050534,-0.013905388,-0.156816036,-0.226635655,-0.548265067,-0.077445727,-0.099490172,-0.01630586,-0.083184312,-0.137373223,-0.016153531,-0.121223885,0.25379975,0.095583078,0.158214441,0.007060424,0.001019109,0.006041913,0.023996779,0.064142796,-0.040151843,0.002085385,-0.001305401,-0.003234585,-0.004466224,0.008251437,0.000229546
3/31/2005,-0.0139049,-0.014845014,-0.008653141,-0.007412018,0.002160259,0,1.42E-14,1.42E-14,0,0,0,0,0,0,0,1.14E-13,0,0,0,2.84E-14,0,3.47E-17,0,-1.73E-18,-3.47E-18,5.20E-18,0,0.000210469,0.000210469,4.34E-18,0,4.34E-18,-0.000996664,-0.000302176,-0.006113178,-0.009951982,-0.016065159,-0.128364827,-0.172163352,-0.596636516,-0.061793594,-0.021625232,-0.020310224,-0.228337433,-0.009323761,-0.106739594,-0.151853128,-0.368299083,-0.052448786,-0.105258247,-0.017684433,-0.087573814,-0.142982131,-0.016894759,-0.126087372,0.305721643,0.115361201,0.190358643,0.010147807,0.001521854,0.00862585,0.067629072,0.082303863,-0.014676692,0.002629012,-0.000468814,-0.003362239,-0.004567244,0.009765593,0.000324149
6/30/2005,-0.012828903,-0.016413338,-0.007379467,-0.006366273,0.000916836,0,0,-1.42E-14,0,0,0,1.14E-13,0,0,0,0,0,0,0,0,0,-1.73E-18,0,1.39E-17,3.82E-17,-3.82E-17,0,0.000180697,0.000180697,1.73E-18,0,0,-0.000807469,-0.000282873,-0.005275931,-0.008469809,-0.01374574,-0.112845333,-0.151767486,-0.533056417,-0.066966342,-0.018478807,-0.017672175,-0.201043583,-0.009992549,-0.094366526,-0.134095311,-0.332030904,-0.056973793,-0.122082298,-0.020455144,-0.101627153,-0.165193086,-0.019494827,-0.145698259,0.303648053,0.114770104,0.188879707,0.012877388,0.001952822,0.010924463,0.029250058,0.076772954,-0.047521242,0.002406431,-0.001489542,-0.003826641,-0.005177939,0.009517778,0.000403639
9/30/2005,-0.014249607,-0.016119478,-0.00838388,-0.00721711,0.001351383,0,2.84E-14,0,0,0,0,-1.14E-13,0,0,0,0,0,0,0,0,0,-8.67E-18,0,-2.08E-17,-1.39E-17,-1.39E-17,0,0.000205276,0.000205276,-3.47E-18,0,4.34E-17,-0.000919396,-0.000325465,-0.005972249,-0.009628741,-0.01560099,-0.131376756,-0.173663649,-0.616772814,-0.073694149,-0.022694103,-0.020363397,-0.232228944,-0.010879638,-0.108682653,-0.153300252,-0.384523343,-0.062835039,-0.126372566,-0.021386484,-0.104986082,-0.16989339,-0.020069412,-0.149823978,0.324289982,0.122601018,0.201688934,0.01559186,0.002367421,0.013225192,0.043615885,0.083512542,-0.039895933,0.00258753,-0.001236125,-0.003915494,-0.005263932,0.010047714,0.000483094
12/31/2005,-0.014537123,-0.013880133,-0.009390195,-0.008037938,0.002891009,0,-2.84E-14,0,0,0,0,2.27E-13,0,0,0,0,0,0,0,2.84E-14,0,2.60E-18,0,3.12E-17,-4.16E-17,-3.47E-18,0,0.000229506,0.000229506,5.20E-18,0,0,-0.001028666,-0.000330968,-0.006678304,-0.010749828,-0.017428132,-0.145782232,-0.198706323,-0.702678621,-0.083815603,-0.024068068,-0.025016158,-0.264436851,-0.012232672,-0.121714164,-0.173667215,-0.438264721,-0.071582932,-0.116633058,-0.019544897,-0.097088161,-0.156667682,-0.01875644,-0.137906079,0.349903149,0.132025222,0.21787852,0.018388207,0.002775674,0.015613287,0.094990616,0.096499558,-0.001502433,0.002936934,-4.57E-05,-0.00354969,-0.004768131,0.010649192,0.000559639
3/31/2006,-0.027336771,-0.017238101,-0.016671788,-0.01413168,0.003466696,0,0,-1.42E-14,-2.27E-13,0,0,1.14E-13,0,0,1.14E-13,0,0,0,0,0,0,-1.73E-18,0,4.34E-18,-3.47E-18,1.73E-18,0,0.000405956,0.000405956,0,0,0,-0.001799514,-0.000599542,-0.011732624,-0.019070843,-0.030803468,-0.262409795,-0.351517082,-1.264592749,-0.163559571,-0.043862707,-0.041610464,-0.477200981,-0.023626625,-0.218547089,-0.309906618,-0.787391768,-0.139932946,-0.146793176,-0.024548329,-0.122244847,-0.197022272,-0.023548994,-0.173468114,0.435100667,0.164268258,0.270833115,0.02426237,0.003643814,0.02061931,0.115547589,0.11981475,-0.004260537,0.003594721,-0.000127826,-0.004404137,-0.005911126,0.013054032,0.000727928
