"","date","gsrpt_g","gsrpri_g","gsrcp_g","gsrs_g","gdp","c","ch","gdph","jc","jgdp","jgf","jgs","ptgh","ptgsh","ptgfh","yptmr","yptmd","gtfp","ypog","yptx","ytpi","yctlg","g","gfrcf","grcsi","dc","gf","gs","gfh","gsh","gfrpt","gfrpri","gfrcp","gfrs","gftfp","gfeg","gsrpt","gsrpri","gsrcp","gsrs","gstfp","gset","gdppothq","gdppotq","recessq","gftfp_g","gfrpt_g","gfrpri_g","gfrcp_g","gfrs_g","gfcexp_g","gfsubs_g","gfintpmt_g","yptmr_g","yptmd_g","gfrptb_g","gf_gdp","gf_gdpalt","gdp_g","gdph_g","gdppothq_g","gdppotq_g","dc_g","jgdp_g","c_g","ch_g","gh_g","gfh_g","gsh_g","g_g","gf_g","gs_g","gfb_g","gfhb_g","fshare","gssave","yfptmd","ysptmd","gfegnet","gstfpnet","gftfpnet","gfrcf_g","gstfpnet_g","gstfp_g","gftfpnet_g","ysptmd_g","yfptmd_g","gfeg_g","jgs_g","jgf_g","jc_g","gfrptb","gfb","yptxb","deficit","deficitb"
"209",2022-03-31,0.00885968856677977,0.0106080855061224,0.0272159022505949,-0.0636408999879124,23658.1817460966,16190.5500372841,NA,NA,115.725047589914,118.239678316516,116.269813452561,121.095185927933,NA,NA,NA,993.541100543479,702.09786163522,3591.36700630643,NA,2406.23348147026,1675.37206077319,283.042537242181,3891.63636856273,100.440835383936,1578.82061817705,NA,1683.69525106688,2286.38182418642,NA,NA,1899.3458056729,197.355072463768,197.049403747871,1564.71902113459,2749.2012707057,627.35574088498,506.887675797353,1478.01698830943,85.9931334943099,14.1015970424529,842.165735600733,NA,NA,23690.6986264077,NA,0.0150558523555124,0.0117458622530699,0.00775193798449614,0.0214592274678111,0.0115549686365137,0.0143132009948848,0.00383141762452111,0.0252686610514086,0.0289017341040463,0.0151091214325685,0.0117458622530699,5.83418887917158,6.19303214215512,0.00899828546117526,0.00392454799028202,0.00497779773100626,0.0100573254042651,0.00527429342465568,0.00505351981231494,0.00949521479149446,0.00419700738160411,0.000906929603229273,-0.000857000034901079,0.00205892594678658,0.00704947383228749,0.00399571301732404,0.00891329372561794,0.00369212711915945,-0.00115911353344228,0.620840952524989,NA,435.891105183368,266.206756451852,NA,415.933795558789,3202.18342487197,0.0214592274678111,0.00891329372561794,0.00891329372561794,0.0150558523555124,0.0151091214325685,0.0151091214325685,0.00399571301732404,0.00505351981231494,0.00505351981231494,0.00505351981231494,NA,NA,NA,-574.427218753443,NA
"210",2022-06-30,0.00878188381118306,0.0104967352411494,0.0264948217711252,-0.0679663389687685,23871.7207324081,16347.7229920496,NA,NA,116.309623554682,118.836956740377,116.857141259185,121.706888723626,NA,NA,NA,1021.44955842391,712.548050314466,3639.67779349629,NA,2432.73536276965,1692.40452972343,289.460603343701,3918.19524760887,102.550936967632,1595.73593286202,NA,1689.27853021846,2306.83347751824,NA,NA,1921.39625829813,198.873188405797,201.189097103918,1582.59276974416,2789.97889720899,629.436106810159,511.339104471526,1493.53134131763,88.2715062397822,13.1431631178646,849.6988962873,NA,NA,23928.5442471254,NA,0.0148325358851675,0.0116094986807387,0.00769230769230766,0.0210084033613445,0.0114229765013054,0.0141112242065329,0.00381679389312972,0.0246458923512747,0.0280898876404494,0.0148842337375965,0.0116094986807387,5.79381262011129,6.15265588309483,0.00902601005449877,0.00395585866040643,0.0049632074351727,0.0100396203787993,0.00526600684646022,0.00505142125185687,0.00970769704571811,0.00441709605328378,0.000634999642681239,-0.00158120611602025,0.00204230490477586,0.00682460449303207,0.00331608653528087,0.00894498596667925,0.00296779008507853,-0.00192779959357148,0.620840952524989,NA,442.379010277056,270.169040037409,NA,419.65431752313,3249.67992543227,0.0210084033613445,0.00894498596667925,0.00894498596667925,0.0148325358851675,0.0148842337375965,0.0148842337375965,0.00331608653528087,0.00505142125185687,0.00505142125185687,0.00505142125185687,NA,NA,NA,-575.206113875443,NA
"211",2022-09-30,0.00870543370386967,0.0103876983220974,0.0258109648574854,-0.0729226226588945,24088.5739765619,16509.9355086644,NA,NA,116.898606610045,119.438738018072,117.448896902409,122.323203117812,NA,NA,NA,1049.35801630435,722.998238993711,3688.09821434638,NA,2459.23724406905,1709.43699867366,295.878669445221,3944.99288740914,104.661038551328,1612.651247547,NA,1694.81015850602,2327.58277346063,NA,NA,1943.44671092335,200.391304347826,205.328790459966,1600.46651835373,2830.75652371228,631.49722728932,515.790533145699,1509.04569432584,90.5498789852545,12.1847291932763,857.341690634103,NA,NA,24168.7223876541,NA,0.0146157472890147,0.0114762649973918,0.00763358778625944,0.0205761316872428,0.0112939657954179,0.013914868379032,0.00380228136882121,0.0240530826651921,0.0273224043715847,0.0146659424225963,0.0114762649973918,5.76555272055925,6.1243959835428,0.00908410610967969,0.00399806582402107,0.00494751394286058,0.0100373068268695,0.00525993982569128,0.00506392366651892,0.00992263673011967,0.00463785305849934,0.000603333463992634,-0.00165769108620262,0.00203816760322617,0.0068392813800241,0.00327455075560568,0.00899470904363664,0.00291852188816011,-0.00201196941228871,0.620840952524989,NA,448.866915370745,274.131323622966,NA,423.428986008156,3297.17642599257,0.0205761316872428,0.00899470904363664,0.00899470904363664,0.0146157472890147,0.0146659424225963,0.0146659424225963,0.00327455075560568,0.00506392366651892,0.00506392366651892,0.00506392366651892,NA,NA,NA,-575.93335813342,NA
"212",2022-12-31,0.00863030317176361,0.0102809033991087,0.0251615217049967,-0.0786586151719498,24309.126066718,16677.3477974198,NA,NA,117.494942964747,120.048032377563,118.048040460006,122.947212035952,NA,NA,NA,1059.19242527174,734.222515723271,3737.69797444888,NA,2488.74600527189,1726.7730908123,303.12467421795,3972.22892493182,107.193160451764,1630.33258002953,NA,1700.43555766607,2348.67689600103,NA,NA,1968.50404345202,202.213043478261,210.296422487223,1619.10628476084,2872.58647606081,633.593287402096,520.241961819872,1524.56004733404,92.8282517307268,11.2262952686879,865.111498388068,NA,NA,24411.7414268145,NA,0.0147769516728624,0.0128932439401754,0.00909090909090904,0.0241935483870968,0.0116464582003828,0.0130489560835134,0,0.019708423326134,0.00937183383991891,0.015524625267666,0.0128932439401754,5.7385742356104,6.09741749859395,0.00915587989437006,0.00403357910310065,0.00493073342348321,0.0100551049104936,0.00526237742108876,0.00510131277006026,0.0101400934405539,0.00485288877976192,0.000594940361325319,-0.00165540003737147,0.00202175718699765,0.00690395098293056,0.00331919131580838,0.00906267342279621,0.00295983905188929,-0.00201297406033604,0.620840952524989,NA,455.835406026929,278.387109696342,NA,427.266384626094,3345.89864269637,0.0241935483870968,0.00906267342279621,0.00906267342279621,0.0147769516728624,0.015524625267666,0.015524625267666,0.00331919131580838,0.00510131277006026,0.00510131277006026,0.00510131277006026,NA,NA,NA,-572.902239548535,NA
"213",2023-03-31,0.0102064511251625,0.010904839265744,0.0292285262208356,-0.090719418929918,24533.1655875979,16847.6518835049,NA,NA,118.097655300363,120.663841263926,118.653590012908,123.577892807855,NA,NA,NA,1069.02683423913,745.446792452831,3787.42467257229,NA,2519.11316195713,1745.21991220989,310.805539234953,4001.40659744748,109.725282352199,1647.95390345314,NA,1707.89148984334,2370.11564047455,NA,NA,1993.56137598069,204.034782608696,215.26405451448,1637.74605116796,2914.41642840935,636.371415957187,525.551785976445,1541.18512960119,95.5414847204727,10.2078522851769,873.008244162943,NA,NA,24657.1970497033,NA,0.0145617730561407,0.0127291242362526,0.00900900900900892,0.0236220472440944,0.0115123797508279,0.0128808741227679,0,0.0193275086047127,0.00928481806775405,0.0152872957301002,0.0127291242362526,5.71642678526338,6.07527004824693,0.00921627212204307,0.00406465167707892,0.00490161730395777,0.0100548182367348,0.00524552669827849,0.0051296874606494,0.0102117008144112,0.00494288525380737,0.0009652401375016,-0.000637946985651144,0.00199304697066754,0.00734541565127811,0.00438471904663323,0.00912800926769336,0.004085295041375,-0.000935877361814302,0.620840952524989,NA,462.803896683113,282.642895769718,NA,431.166476144735,3394.62085940016,0.0236220472440944,0.00912800926769336,0.00912800926769336,0.0145617730561407,0.0152872957301002,0.0152872957301002,0.00438471904663323,0.0051296874606494,0.0051296874606494,0.0051296874606494,NA,NA,NA,-571.701653980866,NA
"214",2023-06-30,0.0101033319612982,0.010787206512598,0.0283984804892243,-0.0997705447785491,24761.3840802037,17019.6510707251,NA,NA,118.707014838539,121.286441792278,119.265818059514,124.215529241014,NA,NA,NA,1078.86124320652,756.67106918239,3837.26184067862,NA,2549.48031864237,1763.66673360748,318.486404251956,4032.07761549803,112.257404252634,1665.57522687675,NA,1716.72379492206,2391.85429807726,NA,NA,2018.61870850935,205.85652173913,220.231686541738,1656.38581757508,2956.24638075789,639.662389957897,530.861610133018,1557.81021186835,98.2547177102186,9.1894093016658,881.015459920738,NA,NA,24905.1234491367,NA,0.0143527712583498,0.012569130216189,0.0089285714285714,0.023076923076923,0.0113813532896789,0.0127170671811963,0,0.0189610389610391,0.00919940328194935,0.0150571131879542,0.012569130216189,5.6936974739059,6.05254073688945,0.0093024478146112,0.00412132370461932,0.00486781906220496,0.0100549303691587,0.00522036433037887,0.00515979370315378,0.01020908957578,0.00496360368849125,0.00121140010143517,0.000110427295004573,0.00194006687439097,0.00766505909949738,0.00517146735096474,0.00917198183560447,0.00491393713879579,-0.00014580711435605,0.620840952524989,NA,469.772387339297,286.898681843093,NA,435.121127232056,3443.34307610395,0.023076923076923,0.00917198183560447,0.00917198183560447,0.0143527712583498,0.0150571131879542,0.0150571131879542,0.00517146735096474,0.00515979370315378,0.00515979370315378,0.00515979370315378,NA,NA,NA,-571.877441314639,NA
"215",2023-09-30,0.0100022756500375,0.0106720845328225,0.0276142769830958,-0.110827905263338,24994.2035580413,17192.3432813588,NA,NA,119.322523235098,121.915324789745,119.884223909732,124.859599865946,NA,NA,NA,1088.69565217391,767.89534591195,3887.19224420899,NA,2579.84747532761,1782.11355500507,326.167269268959,4063.53234670142,114.78952615307,1683.19655030036,NA,1726.06693695762,2413.84607899035,NA,NA,2043.67604103802,207.678260869565,225.199318568995,1675.0255839822,2998.07633310642,643.143705112881,536.171434289591,1574.4352941355,100.967950699964,8.17096631815475,889.115911102567,NA,NA,25155.3397416997,NA,0.0141496840793807,0.0124131082423038,0.00884955752212391,0.0225563909774436,0.0112532757823338,0.0125573742097516,0,0.0186082080040786,0.00911554570091155,0.0148337595907928,0.0124131082423038,5.67000627425278,6.02884953723633,0.00940252277834819,0.00419444761618637,0.00483437238476814,0.010046779855316,0.0052016846572695,0.0051851055086895,0.0101466363743931,0.0049201069638598,0.00127936335766077,0.000371959811942185,0.00189950895878654,0.00780112244925224,0.00544242589471794,0.00919444839544314,0.00519440354321171,0.000125187793293069,0.620840952524989,NA,476.74087799548,291.154467916469,NA,439.121825982158,3492.06529280775,0.0225563909774436,0.00919444839544314,0.00919444839544314,0.0141496840793807,0.0148337595907928,0.0148337595907928,0.00544242589471794,0.0051851055086895,0.0051851055086895,0.0051851055086895,NA,NA,NA,-572.564065605262,NA
"216",2023-12-31,0.00990322090472517,0.0105593937896835,0.0268722200553371,-0.12464168176146,25231.9315315421,17365.9641836537,NA,NA,119.941715146812,122.547971342777,120.506330614941,125.507524936928,NA,NA,NA,1097.46688179348,779.506666666667,3939.04902782061,NA,2611.216925314,1799.95313002584,331.502308050869,4095.5949051532,116.125923822744,1701.07321298982,NA,1735.86532299503,2436.06810876788,NA,NA,2069.73566686783,208.892753623188,227.821124361158,1693.92068965517,3041.74785568414,646.794647127524,541.481258446165,1591.06037640265,103.68118368971,7.1525233346437,897.301172136467,NA,NA,25407.2578995972,NA,0.0145665145665146,0.0127513487003432,0.00584795321637421,0.0116421568627452,0.011280487804878,0.0121450564488539,0.0037878787878789,0.0132632632632632,0.008056640625,0.0151209677419355,0.0127513487003432,5.64645721025592,6.00530047323947,0.00951132421358453,0.00429994907800096,0.00480005413129519,0.0100145003201824,0.00516427820966098,0.00518922911556302,0.0100987340383712,0.00490815928304134,0.00133176138239438,0.00059459732557271,0.00184700385897812,0.00789031702376042,0.00567671266253328,0.00920606743360325,0.00543546631485081,0.000354569954402306,0.620840952524989,NA,483.949661432912,295.557005233755,NA,443.164411123717,3542.93251276265,0.0116421568627452,0.00920606743360325,0.00920606743360325,0.0145665145665146,0.0151209677419355,0.0151209677419355,0.00567671266253328,0.00518922911556302,0.00518922911556302,0.00518922911556302,NA,NA,NA,-577.242944171817,NA
"217",2024-03-31,0.0104254996772535,0.0101026412819878,0.0199791449948914,-0.142231595382159,25475.4988693183,17542.2738384031,NA,NA,120.563614817981,123.183384493132,121.131157826153,126.158283419011,NA,NA,NA,1106.23811141304,791.117987421384,3990.98180605336,NA,2642.92176382898,1817.24153502025,336.195575245211,4127.83506949826,117.462321492418,1718.95100385789,NA,1745.60211379307,2458.4964550852,NA,NA,2095.79529269765,210.107246376812,230.442930153322,1712.81579532814,3085.41937826186,650.422638357573,547.126471131334,1607.13428864343,105.752645091889,6.1352085297492,905.562427791506,NA,NA,25660.7536133053,NA,0.0143573776163293,0.0125907990314771,0.0058139534883721,0.0115081768625076,0.0111546578233344,0.0119993239817475,0.00377358490566038,0.0130896517658681,0.00799224993945269,0.0148957298907646,0.0125907990314771,5.61967729672319,5.97852055970674,0.00965313882021679,0.00444556393363021,0.00476615820460374,0.00997729525593938,0.00512738591254225,0.00518501565870705,0.0101525980869761,0.00499915133614776,0.00128388361854037,0.00054613545709814,0.00179469367649426,0.00787191240630108,0.00560918561426121,0.00920678130328273,0.00535370018245923,0.000291936043281205,0.620840952524989,NA,491.158444870344,299.95954255104,NA,447.244528938331,3593.79973271755,0.0115081768625076,0.00920678130328273,0.00920678130328273,0.0143573776163293,0.0148957298907646,0.0148957298907646,0.00560918561426121,0.00518501565870705,0.00518501565870705,0.00518501565870705,NA,NA,NA,-581.860227499003,NA
"218",2024-06-30,0.0103179301003227,0.0100015987178945,0.019587797547558,-0.165815847980001,25724.1957474544,17722.2817440632,NA,NA,121.188469718323,123.821817087887,121.75895417803,126.812134265572,NA,NA,NA,1115.00934103261,802.729308176101,4042.98261751659,NA,2674.62660234396,1834.52994001465,340.888842439553,4159.90412854918,118.798719162092,1736.82879472597,NA,1754.93056938404,2481.1095036945,NA,NA,2121.85491852746,211.321739130435,233.064735945486,1731.71090100111,3129.09090083957,653.89848124831,552.771683816503,1623.20820088421,107.824106494068,5.11789372485471,913.891716677013,NA,NA,25915.776350832,NA,0.0141541609822646,0.0124342419894787,0.0057803468208093,0.011377245508982,0.0110316040548599,0.0118570474281896,0.00375939849624052,0.0129205265724037,0.0079288803459876,0.0146771037181996,0.0124342419894787,5.58845673214993,5.94729999513347,0.00976219855052862,0.00455664912255888,0.00473263028473231,0.00993824037165197,0.00509506865967929,0.00518278173133302,0.0102613781610228,0.00514039095225793,0.00115191190081665,0.000279115072322533,0.00176714821453733,0.00776897780821906,0.00534397587930541,0.00919791792358254,0.00506357119231854,1.23389147288488e-07,0.620840952524989,NA,498.367228307775,304.362079868325,NA,451.358247407277,3644.66695267246,0.011377245508982,0.00919791792358254,0.00919791792358254,0.0141541609822646,0.0146771037181996,0.0146771037181996,0.00534397587930541,0.00518278173133302,0.00518278173133302,0.00518278173133302,NA,NA,NA,-586.069175619125,NA
"219",2024-09-30,0.0102125576444021,0.00990255731336531,0.0192114868328879,-0.198776070701503,25976.7643458212,17905.121263865,NA,NA,121.814797744497,124.461754818549,122.388230590353,127.467526597318,NA,NA,NA,1123.78057065217,814.340628930818,4095.04280327406,NA,2706.33144085894,1851.81834500905,345.582109633895,4192.42003329124,120.135116831767,1754.70658559404,NA,1764.61589918409,2503.88374659306,NA,NA,2147.91454435727,212.536231884058,235.686541737649,1750.60600667408,3172.76242341729,657.507297777651,558.416896501672,1639.282113125,109.895567896246,4.10057891996021,922.280379856769,NA,NA,26172.0178245084,NA,0.0139566167815706,0.0122815304676429,0.00574712643678166,0.0112492599171108,0.0109112356237098,0.0117181052979038,0.00374531835205993,0.0127557160048135,0.00786650774731834,0.0144648023143683,0.0122815304676429,5.56798179875635,5.9268250617399,0.00981832827142165,0.00462752164317509,0.00469583979193511,0.009887470481592,0.00505267685117361,0.00516821466291123,0.0103169288493586,0.00523752393854676,0.00118102100335304,0.000460379802194211,0.00171534614787489,0.00781650339461043,0.0055189247762929,0.0091790559282644,0.00524497708801019,0.000187811076834965,0.620840952524989,NA,505.576011745207,308.764617185611,NA,455.501290003912,3695.53417262736,0.0112492599171108,0.0091790559282644,0.0091790559282644,0.0139566167815706,0.0144648023143683,0.0144648023143683,0.0055189247762929,0.00516821466291123,0.00516821466291123,0.00516821466291123,NA,NA,NA,-590.63499794832,NA
"220",2024-12-31,0.0101093156753225,0.00980545820154077,0.018849362552404,-0.248090531788709,26232.2707405612,18090.4692869349,NA,NA,122.442596358672,125.103195092141,123.018984513346,128.124457758653,NA,NA,NA,1155.41015625,826.338993710692,4148.99550635442,NA,2740.29143930151,1869.10675000346,349.861407492633,4225.10998874009,121.260504343071,1773.35039425967,NA,1774.33988741815,2526.79630491353,NA,NA,2176.22933011466,213.750724637681,237.894378194208,1770.2671301446,3218.27551622419,661.130518689555,564.062109186842,1655.35602536578,111.967029298425,3.08326411506571,930.719990130229,NA,NA,26429.453014399,NA,0.0143449419568822,0.0131824545030332,0.00571428571428578,0.00936768149882905,0.0112310385064178,0.011867862969005,0.00746268656716409,0.0111692015209126,0.0281456953642385,0.0147338403041826,0.0131824545030332,5.54422208858881,5.90306535157235,0.00983595921872915,0.00465868110284351,0.00465824384867608,0.00983627596529729,0.0050210615902585,0.00515371388204866,0.0103516765029653,0.00530398847909302,0.00115656267108422,0.000442273233670076,0.00167600553835628,0.007797395105755,0.00551054098433629,0.00915080756111408,0.00523377331449759,0.000166901308864209,0.620840952524989,NA,513.025087963887,313.313905746805,NA,459.669494652577,3748.54639583338,0.00936768149882905,0.00915080756111408,0.00915080756111408,0.0143449419568822,0.0147338403041826,0.0147338403041826,0.00551054098433629,0.00515371388204866,0.00515371388204866,0.00515371388204866,NA,NA,NA,-594.473840551185,NA
"221",2025-03-31,0.0103946681101659,0.00959535964976954,0.0151567212792729,-0.249999999999999,26488.9688955703,18277.2467116509,NA,NA,123.07211679409,125.746394601044,123.65146836291,128.783190641119,NA,NA,NA,1187.03974184783,838.337358490567,4202.99034159267,NA,2774.46946347742,1886.20497916888,353.766297004736,4258.07651014578,122.385891854376,1792.24070170143,NA,1784.24177598446,2549.82324713251,NA,NA,2204.54411587206,214.965217391304,240.102214650767,1789.92825361513,3263.78860903109,664.82002641593,569.925347605359,1671.23976177757,113.664082353969,2.31244808629929,939.201732561586,NA,NA,26688.0576478995,NA,0.0141420747159322,0.0130109383995394,0.00568181818181812,0.00928074245939681,0.0111063031876533,0.0117286687356415,0.00740740740740731,0.0110458284371329,0.0273752012882447,0.0145199063231851,0.0130109383995394,5.52070925621579,5.87955251919934,0.00978558652233547,0.00462022921014221,0.00462108648911574,0.00978471379485912,0.00499596545061221,0.00514135157322343,0.0103246312604469,0.00530236629263997,0.00114754531294287,0.000519116601155722,0.00163679659854038,0.00780252383808822,0.00558060416525347,0.00911309794707443,0.00531031214327105,0.000250186047860979,0.620840952524989,NA,520.474164182566,317.863194308,NA,463.858507780628,3801.55861903939,0.00928074245939681,0.00911309794707443,0.00911309794707443,0.0141420747159322,0.0145199063231851,0.0145199063231851,0.00558060416525347,0.00514135157322343,0.00514135157322343,0.00514135157322343,NA,NA,NA,-598.490583486288,NA
"222",2025-06-30,0.0102877305653324,0.00950416378012897,0.0149304249891316,-0.333333333333332,26746.7567312629,18464.9732573681,NA,NA,123.703109094614,126.391097957732,124.285431006261,129.443463689542,NA,NA,NA,1218.66932744565,850.335723270441,4257.02769454791,NA,2808.64748765333,1903.3032083343,357.671186516839,4291.65480260339,123.51127936568,1811.13100914318,NA,1794.70160493547,2572.96561999797,NA,NA,2232.85890162945,216.179710144928,242.310051107325,1809.58937708565,3309.30170183799,668.717426338474,575.788586023876,1687.12349818937,115.361135409514,1.54163205753286,947.72599270992,NA,NA,26947.7791915675,NA,0.0139448653877157,0.0128438281427596,0.00564971751412435,0.00919540229885052,0.0109843081312411,0.0115927017767508,0.00735294117647056,0.010925151092515,0.0266457680250785,0.0143120960295475,0.0128438281427596,5.49781222466138,5.85665548764493,0.00973189393323948,0.00458100799400757,0.00458076318959122,0.00973175144832522,0.00497515178399277,0.00512701265697685,0.0102710516895027,0.00526745924131972,0.00122291568216087,0.000790555785727454,0.00158572295795056,0.00788578889496339,0.00586233832869704,0.00907606944578898,0.00561233968405345,0.000541818055915633,0.620840952524989,NA,527.923240401245,322.412482869195,NA,468.068519810265,3854.5708422454,0.00919540229885052,0.00907606944578898,0.00907606944578898,0.0139448653877157,0.0143120960295475,0.0143120960295475,0.00586233832869704,0.00512701265697685,0.00512701265697685,0.00512701265697685,NA,NA,NA,-603.065266806106,NA
"223",2025-09-30,0.0101829709043142,0.0094146850712733,0.014710786691897,-0.499999999999997,27003.9863691598,18653.4861350462,NA,NA,124.335819428652,127.037556679696,124.921119770622,130.105534495599,NA,NA,NA,1250.29891304348,862.334088050315,4311.10733488846,NA,2842.82551182924,1920.40143749972,361.576076028942,4325.15461292302,124.636666876985,1830.02131658494,NA,1804.92590219352,2596.22279818632,NA,NA,2261.17368738684,217.394202898551,244.517887563884,1829.25050055617,3354.81479464488,672.527065628772,581.651824442394,1703.00723460117,117.058188465058,0.770816028766435,956.292540243578,NA,NA,27208.6176461984,NA,0.0137530805310437,0.0126809561216474,0.00561797752808979,0.00911161731207288,0.0108649640186256,0.0114598511400781,0.0072992700729928,0.0108070820878363,0.0259541984732825,0.0141101502048249,0.0126809561216474,5.47646260315065,5.8353058661342,0.00961722725792447,0.00448062941365451,0.00454325274981371,0.0096794044799246,0.00496261062467129,0.00511474884236124,0.0102092147684506,0.00522215998367659,0.00114496200598113,0.000627707656893517,0.00153488896208409,0.00780580262403852,0.00569693437055713,0.00903905516948228,0.00544270396793528,0.000374758898650573,0.620840952524989,NA,535.372316619925,326.96177143039,NA,472.299416983928,3907.58306545142,0.00911161731207288,0.00903905516948228,0.00903905516948228,0.0137530805310437,0.0141101502048249,0.0141101502048249,0.00569693437055713,0.00511474884236124,0.00511474884236124,0.00511474884236124,NA,NA,NA,-607.404418432956,NA
"224",2025-12-31,0.0100803232657927,0.00932687547596789,0.014497516814477,-0.999999999999989,27260.2656262997,18841.2625590741,NA,NA,124.970002885807,127.685520534794,125.558288592703,130.769146784001,NA,NA,NA,1273.15726902174,875.493584905661,4367.86015370623,NA,2877.36259456093,1937.80328985355,368.102771333209,4358.85554337795,127.098452057964,1849.4223025584,NA,1815.20382687344,2619.59498932849,NA,NA,2289.84753170002,218.91231884058,249.347529812607,1849.4223025584,3402.9587020649,676.356686843327,587.515062860911,1718.89097101297,118.755241520603,8.3866214882889e-15,964.90145164133,NA,NA,27470.6480962317,NA,0.0143506900878294,0.0126809561216474,0.00698324022346375,0.0197516930022574,0.0110273590173087,0.0123033795358978,0.00362318840579712,0.0136487716105551,0.0182823129251701,0.0152603231597845,0.027593085106383,5.45593145177546,5.814774714759,0.00949042314110121,0.00436704343143834,0.0045061467695881,0.00963042126728192,0.00495015344703587,0.0051005692492252,0.0100665592837926,0.00509050895266683,0.00112076635834574,0.000641371759571741,0.00149632561025292,0.00779184410060929,0.0056943748590621,0.00900238267628761,0.00544719561409807,0.000395434506021364,0.620840952524989,NA,543.542271182347,331.951313723313,NA,476.551237073405,3963.65957901616,0.0197516930022574,0.00900238267628761,0.00900238267628761,0.0143506900878294,0.0152603231597845,0.0152603231597845,0.0056943748590621,0.0051005692492252,0.0051005692492252,0.0051005692492252,NA,NA,NA,-610.632846026739,NA
"225",2026-03-31,0.0100167352610727,0.00939054710944154,0.0143479716134964,0,27515.7753700897,19029.5160507632,NA,NA,125.60688026804,128.336236852225,126.198164021286,131.435578007155,NA,NA,NA,1296.015625,888.653081761007,4424.66346016496,NA,2912.28503348225,1955.46273243487,374.636310416223,4392.73269532742,129.560237238943,1869.59410456062,NA,1825.53648197607,2643.10424853195,NA,NA,2318.88498777477,220.430434782609,254.177172061329,1869.59410456062,3451.10260948491,680.206700967385,593.400045707481,1735.03229765226,120.459138354894,8.3866214882889e-15,973.560850680049,NA,NA,27734.1475795414,NA,0.0141476613838423,0.0126809561216474,0.00693481276005548,0.0193691200885446,0.0109070827005384,0.0121538461538462,0.00361010830324915,0.0134649910233393,0.0179540709812109,0.0150309460654288,0.0268521514073115,5.43541809651426,5.7942613594978,0.00937297337056975,0.00425570225177174,0.00447179598010472,0.00959203737700848,0.0049477529026532,0.0050962420382995,0.00999155396825502,0.00501655013181768,0.00109666013729304,0.000634704528199692,0.00144585724655283,0.00777202905954066,0.00569228367065661,0.00897438699464043,0.00545163859463133,0.000395269973223866,0.620840952524989,NA,551.71222574477,336.940856016237,NA,480.827992297676,4019.73609258091,0.0193691200885446,0.00897438699464043,0.00897438699464043,0.0141476613838423,0.0150309460654288,0.0150309460654288,0.00569228367065661,0.0050962420382995,0.0050962420382995,0.0050962420382995,NA,NA,NA,-613.552392281651,NA
"226",2026-06-30,0.0099173953374978,0.00930318511138517,0.0141450192784174,0,27770.8738319594,19216.386496104,NA,NA,126.245967988848,128.989211537464,126.840260193426,132.104322138068,NA,NA,NA,1318.87398097826,901.812578616353,4481.509356797,NA,2947.57569510994,1973.12217501619,381.169849499237,4426.81155336982,132.022022419921,1889.76590656285,NA,1835.95364044289,2666.72913509238,NA,NA,2348.29066655589,221.948550724638,259.006814310051,1889.76590656285,3499.24651690492,684.088201591521,599.285028554052,1751.17362429155,122.163035189186,8.3866214882889e-15,982.262839892079,NA,NA,27999.0184026829,NA,0.0139502973014178,0.0126809561216474,0.00688705234159781,0.0190010857763301,0.0107894018027861,0.0120079039367684,0.00359712230215825,0.0132860938883967,0.0176374077112387,0.014808362369338,0.0261499684940139,5.41550927591716,5.7743525389007,0.0092709894029368,0.00416061112658961,0.00444018287747133,0.00955035024537404,0.00494134313272676,0.00508799931535381,0.00982003141027871,0.00485693646458824,0.00108786393025112,0.000669518654923928,0.00141968941826531,0.007758008603311,0.00570635458106455,0.0089383105390396,0.00547236878562807,0.000436704671454125,0.620840952524989,NA,559.882180307192,341.93039830916,NA,485.125782208696,4075.81260614565,0.0190010857763301,0.0089383105390396,0.0089383105390396,0.0139502973014178,0.014808362369338,0.014808362369338,0.00570635458106455,0.00508799931535381,0.00508799931535381,0.00508799931535381,NA,NA,NA,-616.188219194394,NA
