date,fim_bars,fim_bars_ma,state_local_cont,federal_cont,taxes_transfers_cont,subsidies_cont,recession,state_health_outlays,state_social_benefits,state_noncorp_taxes,state_corporate_taxes,state_subsidies,federal_health_outlays,federal_social_benefits,federal_noncorp_taxes,federal_corporate_taxes,federal_subsidies,health_outlays,social_benefits,noncorp_taxes,corporate_taxes,subsidies,federal_nom,federal_cgrants,federal_igrants,pi_federal,state_local_nom,pi_state_local,pi_state_local_c,pi_state_local_i,gdp,gdppot,gdppoth,pi_gdp,pce,pi_pce,federal_cgrants_cont,federal_igrants_cont,federal_cont_0,state_local_cont_0,purchases_cont,subsidies_net,health_outlays_net,social_benefits_net,noncorp_taxes_net,corporate_taxes_net,state_subsidies_net,state_health_outlays_net,state_social_benefits_net,state_noncorp_taxes_net,state_corporate_taxes_net,federal_subsidies_net,federal_health_outlays_net,federal_social_benefits_net,federal_noncorp_taxes_net,federal_corporate_taxes_net,health_outlays_net_xmpc,state_health_outlays_net_xmpc,federal_health_outlays_net_xmpc,social_benefits_net_xmpc,state_social_benefits_net_xmpc,federal_social_benefits_net_xmpc,noncorp_taxes_net_xmpc,state_noncorp_taxes_net_xmpc,federal_noncorp_taxes_net_xmpc,corporate_taxes_net_xmpc,state_corporate_taxes_net_xmpc,federal_corporate_taxes_net_xmpc,subsidies_net_xmpc,state_subsidies_net_xmpc,federal_subsidies_net_xmpc,transfers_net_taxes,state_transfers_net_taxes,federal_transfers_net_taxes,state_taxes_transfers_cont,federal_taxes_transfers_cont,health_cont,social_benefits_cont,noncorp_cont,corporate_cont,state_subsidies_cont,federal_subsidies_cont
6/30/1996,0.090360535,-0.635990632,0.410031258,-0.02427567,-0.282923045,-0.012472007,0,63.339,88.448,685.1,33.5,0.3,295.361,465.752,1286.5,171.9,35.1,358.7,554.2,1971.7,205.5,35.4,582.1,83.039,27.904,-0.00536181,905.5,0.001366073,0.001414081,0.001112975,8032.8,0.011291582,0.0072063,0.004085282,5220.5,0.006698762,-0.011880653,-0.074951536,0.062556519,0.323199069,0.385755588,-0.593629695,13.05976442,-5.779765646,27.03009142,8.498246487,-0.004171519,5.788734786,-1.967997793,-0.4012123,1.156428528,-0.589458176,7.271029638,-3.811767853,27.33130372,7.24181796,2.3752456,0.599368259,1.775877342,-1.176602342,-1.101705035,-0.074897307,-5.439810069,-0.159719777,-5.267946303,-1.078943165,-0.081418919,-0.994224227,-0.245339976,-0.005013562,-0.240047722,-5.565449952,-0.748489034,-4.801238219,-0.038049897,-0.244073875,0.12074706,-0.059813298,-0.276536065,-0.054848734,-0.000254868,-0.012202972
9/30/1996,-0.937448109,-0.695490485,0.144914426,-0.713987476,-0.355478052,-0.012897007,0,59.128,87.004,691.7,33.3,0.3,296.172,466.196,1295.4,172.6,34.9,355.3,553.2,1987.1,205.9,35.2,577.8,83.228,27.116,0.00581116,919,0.006320261,0.006624595,0.004961338,8131.4,0.012608879,0.007745666,0.004863214,5274.5,0.004263052,-0.050009564,-0.05689554,-0.607082372,0.038009322,-0.56907305,-0.625108616,-7.707527137,-7.6552315,-8.277589226,-2.067791543,-0.003602615,-4.971620188,-2.506147087,-1.627172683,-0.602292052,-0.621506001,-2.735906949,-5.149084413,-6.549215671,-1.364298619,0.582513027,-0.565959026,1.148472053,-1.912059508,-1.503308985,-0.408750523,-4.220534305,0.509835023,-4.736369443,-1.329631764,-0.124218654,-1.205486453,-0.258997689,-0.004987878,-0.253954124,-7.138710238,-1.68863952,-5.456088491,-0.084087218,-0.271690494,0.029006724,-0.095212604,-0.210165039,-0.066210127,-0.000248376,-0.012645858
12/31/1996,-0.329410086,-0.383176538,0.307823287,-0.404659508,-0.221445242,-0.011128624,0,59.291,85.888,703.3,33.4,0.4,298.009,467.412,1322.8,175.3,34.4,357.3,553.4,2026.1,208.6,34.8,576.9,82.691,28.72,0.003418778,938.8,0.007172887,0.008105019,0.003236193,8259.8,0.012444584,0.008218387,0.004226197,5352.8,0.006802814,-0.093246646,0.063624843,-0.375037705,0.278201484,-0.09683622,-0.928746269,-3.337032651,-8.109728293,9.151371852,-0.392865249,0.09549364,-0.725173562,-2.422904556,1.209835393,-0.400205987,-1.024239909,-2.611859089,-5.786823737,7.941536459,0.107340739,2.628422507,1.740567902,0.887854605,-2.985557457,-1.956787585,-1.051269872,-3.584743785,0.152861854,-3.731538471,-0.333542642,0.065578114,-0.405860765,-0.226228226,-0.000149721,-0.229322818,-4.501649603,0.002070563,-4.530137322,0.000101855,-0.222846611,0.129297415,-0.146865605,-0.176340792,-0.016407637,-7.37E-06,-0.011280853
3/31/1997,-1.524685853,-0.675295878,-0.439348555,-0.58011836,-0.496988492,-0.008230446,0,62.709,84.908,712.9,33.1,0.4,303.091,479.792,1362.3,176.9,34,365.8,564.7,2075.1,210,34.4,570.7,85.909,28.4,0.003422008,945.3,0.006627707,0.006854492,0.005645068,8362.7,0.013159235,0.008679313,0.004479922,5433.1,0.004418979,0.093633944,-0.035419561,-0.638332742,-0.381134172,-1.019466915,-0.855820542,3.819980466,4.051405513,22.4615517,-1.332303596,-0.005239317,2.641389202,-2.104986056,0.387971625,-0.737482934,-0.850581226,1.178591264,6.257701398,22.17358007,-0.696130491,1.312916648,0.614999304,0.697917344,-3.935996984,-2.025457986,-1.910244286,-6.376462692,0.170615496,-6.553075926,-1.09306626,-0.043433222,-1.049629406,-0.169954588,-0.000868866,-0.168777054,-10.26256387,-1.284145274,-8.983809327,-0.062187718,-0.435061833,0.063581038,-0.190609796,-0.308795016,-0.052934272,-4.21E-05,-0.008173421
6/30/1997,-0.422632577,-0.803544156,-0.016304872,0.307039288,-0.705473148,-0.007893845,0,60.758,84.092,718.5,33.6,0.4,305.742,480.608,1393,180.5,33.2,366.5,564.8,2111.5,214,33.6,587.2,85.558,29.016,0.006568607,955.4,0.003232795,0.002388712,0.00682443,8518.8,0.014035194,0.009048168,0.004987026,5471.3,0.002502489,-0.063784706,0.007902625,0.36292137,-0.072186954,0.290734416,-1.197342609,-3.525230413,-6.422656135,12.43123119,1.574361983,-0.004620263,-2.675330164,-1.796743204,-2.634463535,0.117673246,-1.192722346,-0.849900249,-4.725912931,14.96453966,1.556688737,-2.41870719,-1.28941531,-1.12929188,-4.080647343,-1.986925703,-2.115926929,-7.162811093,-0.265480959,-6.897263579,-0.921950462,-0.004851237,-0.920428926,-0.165034649,0.002215522,-0.163864228,-14.74915074,-3.544457687,-11.22677554,-0.169536522,-0.536992863,-0.115690253,-0.195183247,-0.342607583,-0.04409822,0.000105972,-0.007837862
9/30/1997,-0.965357972,-0.810521622,0.054887042,-0.406817544,-0.606367064,-0.007060406,0,62.699,83.364,731.3,35.5,0.4,309.301,481.836,1419.8,190.5,33,372,565.2,2151.3,226,33.4,586,86.499,29.084,0.002312735,969.2,0.004352741,0.00478306,0.00253572,8662.8,0.01240909,0.009450549,0.00295854,5579.2,0.002643869,-0.012997097,-0.013137699,-0.380682749,0.028752246,-0.351930503,-0.606372475,1.067395475,-6.430927792,14.2626345,9.411794357,-0.004837768,1.206167297,-1.745043874,4.110160024,1.493627525,-0.601534707,-0.138771822,-4.584674476,9.95247448,7.81695739,-0.444349603,0.100586874,-0.544936476,-3.805179009,-1.81567748,-1.988934693,-7.732965934,-0.325282472,-7.377616906,-0.780939363,0.022295579,-0.803190995,-0.150365457,0.001963477,-0.152288061,-12.91379937,-2.016114023,-10.86696713,-0.094666574,-0.510258118,-0.020864422,-0.178672067,-0.363101185,-0.036668985,9.22E-05,-0.007150681
12/31/1997,-0.897886702,-0.952640776,-0.107129861,-0.226415137,-0.557907304,-0.006434401,0,62.262,83.252,743.7,34.4,0.5,313.638,483.448,1453.1,181.5,33.3,375.9,566.8,2196.9,215.9,33.8,589.2,90.562,28.744,0.007010376,985.6,0.007827854,0.00816534,0.006436759,8765.9,0.013307847,0.009727847,0.00358,5663.6,0.003132153,0.116140614,-0.037407369,-0.305148381,-0.028396617,-0.333544997,-0.029523982,-0.883919805,-5.668471704,17.93428313,-13.00635988,0.094856,-1.243309107,-1.184060996,2.995482383,-1.556529981,-0.124379983,0.359389302,-4.584410707,15.04137274,-11.4498299,0.107600788,-0.015993624,0.123594412,-3.255896276,-1.536937679,-1.718391761,-8.709260011,-0.8490095,-7.8485619,-0.085693168,0.10577604,-0.191425262,-0.139349816,0.006516389,-0.145825332,-12.08259848,-2.289648374,-9.780609843,-0.105723248,-0.451614251,0.004968407,-0.15033921,-0.402145265,-0.003956835,0.000300891,-0.006733404
3/31/1998,-1.624414789,-0.97757301,-0.024613356,-0.943713758,-0.64714268,-0.008944996,0,63.208,83.752,755.7,34.7,0.5,310.392,494.448,1482.9,178.8,33.4,373.6,578.2,2238.5,213.5,33.8,572.2,93.308,27.052,-0.004188619,995.9,0.0013334,0.00156271,0.000338306,8866.5,0.010968644,0.009953252,0.001015391,5721.3,8.01E-05,0.077714389,-0.090706969,-0.930721177,-0.037605936,-0.968327114,-0.339125991,-6.071522482,5.713118002,19.55781394,-4.566192349,-0.005016657,0.321305845,-0.335293402,4.538224873,-0.045145979,-0.234109334,-6.392828328,6.149414735,15.22059239,-4.52104637,-2.117987376,-0.538012379,-1.579974997,-2.882010966,-1.138756832,-1.74275626,-9.122609134,-0.966751982,-8.18028894,0.136664785,0.088173909,0.048534822,-0.196027345,0.005800993,-0.193647465,-14.18197004,-2.549546291,-11.64813284,-0.116339283,-0.531520224,-0.096646659,-0.1315101,-0.416277125,0.006236201,0.000264707,-0.008836399
6/30/1998,-0.057341737,-0.8862503,0.459910178,0.06083927,-0.57105982,-0.007031365,0,63.713,84.1,767.3,34.5,0.5,311.587,496.6,1513.3,175.4,34.6,375.3,580.7,2280.7,209.9,35,587.1,90.713,27.336,0.006433931,1016.6,0.004444296,0.005335123,0.00062807,8969.7,0.012773779,0.010171142,0.002602637,5832.6,0.001801225,-0.18234291,-0.000367237,0.243549417,0.277200031,0.520749448,0.795334014,-2.77287611,-4.422422287,15.39985768,-6.156100239,-0.005986183,-0.251749339,-0.654709636,2.552482666,-0.615441116,0.80012296,-2.52112677,-3.767712652,12.64617778,-5.540659123,-1.948707657,0.007293307,-1.956000964,-2.431958351,-0.881799279,-1.527161198,-8.272729583,-1.117393697,-7.155469685,0.150999854,0.055270692,0.095773108,-0.155858999,0.005488292,-0.157225237,-12.65825474,-1.931140685,-10.70008398,-0.087120766,-0.482719629,-0.087913276,-0.109714469,-0.373212861,0.006812152,0.000247597,-0.007093001
9/30/1998,-0.83183369,-0.85286923,-0.007863704,-0.18913268,-0.630491363,-0.004345943,0,61.454,85.58,773.5,35.7,0.4,311.646,498.72,1545.3,180.1,36.3,373.1,584.3,2318.8,215.8,36.8,588.6,95.154,29.104,0.00652386,1038.6,0.007490388,0.007810023,0.006164097,9121.1,0.014145481,0.010271627,0.003873853,5926.8,0.003103191,0.124898681,0.058807453,-0.372838814,0.17584243,-0.196996384,1.33188135,-7.219569411,-4.166757146,7.596051276,3.092625581,-0.106687409,-3.111149816,0.355177758,-4.062498293,0.738568759,1.237231277,-4.108419595,-4.521934904,11.75988705,2.354056822,-3.813274757,-0.964103044,-2.849171713,-1.922519956,-0.409249412,-1.513044794,-8.507442253,-0.455230771,-8.046373528,0.202395516,0.039530929,0.162908534,-0.097454504,0.000290576,-0.103579859,-14.13829595,-1.788761722,-12.34926136,-0.079769077,-0.550710118,-0.170051384,-0.085733969,-0.37938581,0.009025743,1.30E-05,-0.0046191
12/31/1998,-0.896288481,-0.852469674,-0.252454111,-0.06519022,-0.579583847,0.000939697,0,64.638,85.612,785,34.8,0.4,316.262,499.888,1575.6,176.4,39.4,380.9,585.5,2360.7,211.3,39.9,594.2,96.238,31.232,0.003211852,1053.2,0.008372261,0.009024524,0.005646464,9294,0.01305161,0.010359659,0.002691951,6028.2,0.002628889,-0.033350474,0.072892865,-0.104732611,-0.21291172,-0.31764433,2.62202144,2.95397281,-6.389208489,11.78215532,-7.302928619,-0.005195419,2.385801782,-1.079559922,1.453358264,-1.363691157,2.628515714,0.568171027,-5.309648567,10.22879706,-6.039237462,-2.949748919,-0.147553094,-2.802195825,-2.084685732,-0.38573667,-1.676223312,-8.44822712,-0.403894679,-8.038566321,0.245128538,0.039846302,0.208659515,0.021427665,0.000458625,0.016308587,-13.21610557,-0.896879515,-12.29201736,-0.039332077,-0.53905855,-0.12935935,-0.091422558,-0.370491591,0.010749955,2.01E-05,0.000715203
3/31/1999,-0.683628703,-0.617273153,0.090684029,-0.347656145,-0.431486877,0.00483029,0,67.073,87.004,794.3,36.3,0.4,320.627,508.596,1594.6,186,42,387.7,595.7,2388.7,222.3,42.4,595.5,100.673,27.78,0.002956404,1073.9,0.008514803,0.009600236,0.004008271,9417.3,0.013722185,0.010468776,0.003253409,6102.5,0.002621996,0.107751169,-0.168028712,-0.287378601,0.030406485,-0.256972116,1.977678217,1.813725131,2.53535328,-2.903384309,8.23391998,-0.005236309,1.588838711,0.271272869,-0.976255637,1.044441151,2.084223602,0.22488642,2.16408041,-1.625819594,7.290787905,-1.175568206,0.137641801,-1.313210007,-2.799682795,-0.249259259,-2.572923535,-6.296364825,-0.507215602,-5.807459942,0.133786436,0.025668333,0.108118414,0.112231796,0.000631958,0.112059749,-10.02559759,-0.592532769,-9.473415321,-0.025501733,-0.40772177,-0.050594715,-0.120494202,-0.27098622,0.00575797,2.72E-05,0.004822886
6/30/1999,-0.843201659,-0.813738133,-0.13427675,-0.340027319,-0.377564333,0.008666745,0,65.541,87.704,804.5,35.5,0.4,321.459,510.296,1616.7,184.4,44.6,387,598,2421.3,219.9,45,599.8,98.241,32.192,0.008368562,1095.4,0.013473078,0.014905479,0.007414214,9524.2,0.014854818,0.010491459,0.004363358,6225.3,0.005468017,-0.211898783,0.166271878,-0.294400415,-0.179903655,-0.47430407,1.923318189,-6.887489108,-7.207060257,-5.52240194,-5.947791665,-0.006383791,-2.602449979,-0.688538309,-2.476612325,-1.379329003,1.92970198,-4.285039129,-6.416926,-3.34898151,-4.568462662,-2.10135613,-0.391265843,-1.710090287,-3.426226338,-0.256870711,-3.168996539,-4.180873401,-0.28088844,-3.893981958,0.615321041,0.110193584,0.501794435,0.204043333,0.000764679,0.203512644,-8.889091494,-0.81806673,-8.067761705,-0.0347474,-0.342678335,-0.089255142,-0.14552903,-0.177582679,0.026135773,3.25E-05,0.008644204
9/30/1999,-0.182865258,-0.651496025,-0.167655708,0.288140536,-0.313157042,0.009806957,0,66.176,88.152,821.3,35.6,0.4,329.924,511.848,1644.7,187.7,46,396.1,600,2466,223.3,46.4,614.9,102.576,34.264,0.00908339,1119.6,0.011953399,0.013805695,0.004214499,9681.9,0.014254143,0.01055287,0.003701273,6328.9,0.005293785,0.081560245,0.067054823,0.139525468,-0.01904064,0.120484827,0.686900517,2.967344445,-7.476299799,6.330493809,-0.084679474,-0.006338662,-0.403605627,-0.941815046,4.051365906,-0.462556259,0.693239179,3.370950072,-6.534484753,2.380712568,0.377876785,0.190699487,0.2179316,-0.027232112,-4.170873435,-0.548694092,-3.621820255,-4.258977646,-0.579018085,-3.680068173,0.549217306,0.105535725,0.443721921,0.233508544,0.000887212,0.233072526,-7.456425744,-0.803357641,-6.652326092,-0.033739638,-0.279386241,0.00800905,-0.175169502,-0.178869727,0.023066181,3.73E-05,0.009788645
12/31/1999,-0.031234802,-0.435232605,0.139537678,0.230723699,-0.411097921,0.009601741,0,69.396,88.484,837.5,35.9,0.4,332.904,513.616,1686.8,192.1,46.5,402.3,602,2524.3,228,46.9,635.2,105.096,34.124,0.012308345,1147.1,0.011465249,0.012148499,0.008518901,9899.4,0.015740265,0.010627283,0.005112983,6459.6,0.005906181,0.007591543,-0.032887134,0.256019289,0.114242088,0.370261378,-0.267152691,-0.348904758,-7.920077897,17.52847985,1.008077676,-0.006613385,2.125881542,-1.125457845,2.621066706,-0.288591289,-0.260539305,-2.4747863,-6.694620052,14.90741314,1.296668965,-0.552447965,0.159449545,-0.711897511,-4.515319051,-0.559021124,-3.933438839,-5.617682356,-0.862413886,-4.767414275,0.502519208,0.101815235,0.404077647,0.232407751,-0.00271402,0.235347228,-9.950522414,-1.162884251,-8.77332575,-0.048043638,-0.362462977,-0.022823948,-0.186546816,-0.23209008,0.020761182,-0.000112128,0.009723184
3/31/2000,-1.8892448,-0.73663663,0.021921886,-1.294673652,-0.621455328,0.004962295,0,68.302,89.972,854.6,37.2,0.5,334.898,523.728,1752.1,202.2,44.6,403.2,613.7,2606.9,239.4,45.1,620.4,102.602,35.572,0.009743704,1170.4,0.012925658,0.014156612,0.007919009,10002.9,0.017493894,0.010650549,0.006843345,6613.6,0.008352602,-0.206118894,0.032904314,-1.121459071,-0.151292695,-1.272751766,-2.691247787,-6.744967693,0.26010303,34.63034565,7.067281546,0.09239874,-2.412742675,-0.193474823,1.184860943,0.617786875,-2.783646527,-4.332225018,0.351677538,33.2454847,6.449494671,-2.478153851,-0.740906266,-1.737247584,-5.027250357,-0.663589355,-4.341229485,-8.220025369,-0.489221753,-7.700794142,0.222533037,0.056639574,0.165890141,0.122809347,0.002025171,0.120566754,-15.38008719,-1.835052629,-13.49281432,-0.074148034,-0.545197257,-0.100133497,-0.203133538,-0.332142367,0.008991779,8.18E-05,0.004871679
6/30/2000,-0.309598124,-0.603235746,-0.512366645,0.472344557,-0.275978591,0.006402556,0,74.981,90.628,872.6,36.5,0.5,339.419,537.272,1766.8,201.1,45,414.4,627.9,2639.4,237.6,45.5,642,104.081,36.04,0.003870932,1181.1,0.010528746,0.01032689,0.011384644,10247.7,0.016213904,0.010373281,0.005840623,6707.5,0.004483092,-0.025787679,-0.012235368,0.510367603,-0.550389692,-0.040022089,-0.27002241,5.209910515,5.082644055,-6.229078071,-5.356615632,-0.007428186,5.66428003,-0.680657567,5.303743865,-1.252657066,-0.262594224,-0.454369515,5.763301623,-11.32985066,-4.103958566,0.243761065,1.119107986,-0.875346921,-2.262066887,-0.661816188,-1.60067827,-5.496835749,-0.815258054,-4.687996608,0.453565624,0.102317251,0.354578385,0.160110324,0.001263992,0.158631543,-6.901465624,-0.254385013,-6.650811871,-0.010172451,-0.265955348,0.009747616,-0.090456443,-0.219809685,0.018137365,5.05E-05,0.006343422
9/30/2000,-1.100202118,-0.832569961,-0.2244392,-0.790486539,-0.091636255,0.006359876,0,71.174,92.492,871.3,33.5,0.6,354.326,536.708,1802.8,185.6,45.3,425.5,629.2,2674.2,219,45.8,634.1,105.874,35.728,0.007161153,1198.3,0.01061707,0.011592304,0.006549786,10319.8,0.01605278,0.009963444,0.006089336,6815.4,0.006181627,-0.017586145,-0.035408406,-0.737491988,-0.277433751,-1.014925739,-0.434600731,4.409482573,-8.837490088,-7.813300428,-22.43606887,0.091927464,-5.01757357,0.400804504,-15.38818896,-3.589295092,-0.426528196,9.427056142,-9.238294593,7.474888537,-18.74677378,0.568242143,0.080965199,0.487276945,-2.568334702,-0.359726789,-2.209035484,-2.025655882,0.858666381,-2.884660927,1.515161065,0.271748005,1.240036091,0.162935249,0.005981883,0.162021519,-2.347652127,0.857634678,-3.204361856,0.033476182,-0.125076333,0.02218028,-0.100250191,-0.079067728,0.059141507,0.000233492,0.00632421
12/31/2000,-0.215401028,-0.878611517,-0.300505377,0.059393326,0.018233129,0.007477894,0,75.178,95.62,876.7,33.7,0.6,356.322,538.48,1820.1,187.6,46.4,431.5,634.1,2696.8,221.3,47,638.4,111.478,39.26,0.004498592,1222.9,0.012419739,0.013989278,0.005886715,10439,0.014774141,0.009487798,0.005286344,6912.1,0.005519087,0.120870097,0.115610745,-0.177087516,-0.064024535,-0.241112051,0.51268467,-0.385429537,-4.542331996,-17.53141167,-0.986507799,-0.009004131,2.935899972,1.739983199,-7.675498837,-0.302730645,0.420188113,-3.321329509,-6.282315196,-9.754412147,-0.785277843,0.560024068,0.263219345,0.296804723,-1.808341875,0.284997445,-2.116266891,0.411298153,2.185152369,-1.780194685,1.114499329,0.229954694,0.884551022,0.192925927,0.001648158,0.190770431,0.470405602,2.964972012,-2.524335401,0.114923623,-0.097844354,0.02170678,-0.070092129,0.015942098,0.043198486,6.39E-05,0.007394346
3/31/2001,0.69636195,-0.23220983,0.083668345,0.368635423,0.222419819,0.021638362,1,76.284,100.276,900.7,30.1,8,372.516,558.624,1861.5,154.9,47.2,448.8,659,2762.2,185.1,55.2,653.1,115.284,40.316,0.001715149,1252.3,0.011731428,0.013083446,0.006168196,10472.9,0.015444337,0.009055331,0.006389005,6986.9,0.006781767,0.051269791,0.017562001,0.299803631,0.152500137,0.452303768,7.455656398,10.46629225,14.85769622,22.69051436,-39.70474977,7.390497741,-0.084601347,3.141656698,10.11561626,-4.1337102,0.065158657,10.5508936,11.61603952,12.57489809,-35.67103957,4.432557556,0.787051144,3.645506411,1.476116592,1.035402038,0.418214554,-2.954564654,-0.010588259,-2.93823832,2.285784576,0.366240168,1.922884129,0.564707159,0.35919557,0.201931276,5.804601229,2.537300661,3.25029805,0.097223897,0.124544422,0.16984606,0.056561609,-0.113212555,0.087586343,0.013763601,0.007737572
6/30/2001,1.045550966,0.106577442,0.423786845,0.225053046,0.366951749,0.029759325,1,84.326,105.768,911.2,30.4,14.4,386.174,562.732,1858.7,148.7,47.6,470.5,668.6,2769.9,179,62,666.1,116.426,43.008,0.005245349,1280.9,0.003884752,0.004207101,0.00257177,10597.8,0.015229787,0.008565812,0.006663974,7036.3,0.004683782,-0.012623534,0.085667856,0.152008724,0.496831167,0.648839891,6.068622404,15.75358215,0.868517469,-28.8980289,-8.552499873,6.294003247,7.031267961,4.163383699,-1.433909433,-0.098812783,-0.225380843,8.722314193,-3.293541271,-27.46411947,-8.252362131,6.804883675,1.094623429,5.710260246,0.52793811,2.125311323,-1.619575097,-0.870030002,-0.447645797,-0.428747603,2.365664564,0.349019224,2.013274229,0.779166093,0.615093541,0.16053505,9.60762244,3.73640172,5.835746825,0.142707434,0.222889432,0.259904465,0.02016397,-0.033229765,0.090353754,0.023492769,0.006131446
9/30/2001,0.840083157,0.591648761,-0.493328163,-0.176037057,1.468071038,0.041377339,1,74.181,111.024,887.7,28.3,4.8,389.019,570.976,1687.3,130.9,66.3,463.2,682,2575,159.3,71.2,674.3,115.281,42.668,0.006394052,1278.4,0.002653103,0.002539961,0.003131898,10596.3,0.011237669,0.008103266,0.003134403,7064.7,0.000589009,-0.089986537,-0.031070672,-0.054979848,-0.614385372,-0.66936522,8.661078926,-11.38971557,7.588344681,-218.9767336,-21.25591729,-9.725168765,-10.87798481,4.336635418,-31.42040133,-2.364245172,18.28624769,-0.511730753,3.352578491,-187.5563322,-19.09254135,3.250064093,-0.223969101,3.474033194,4.223750933,3.010873278,1.213371347,27.14843852,4.172821293,22.97534891,3.17728266,0.452446355,2.728160834,1.096271911,0.089948055,1.004593793,38.89580811,7.502119879,31.39550807,0.283157632,1.184982093,0.122669388,0.159419915,1.024682048,0.119922348,0.003394971,0.037917069
12/31/2001,1.896333214,1.119582322,0.541664592,0.115000175,1.25124068,-0.011572233,1,92.691,119.608,896.8,26.6,3.4,404.109,574.792,1810.7,115.8,43.1,496.8,694.4,2707.6,142.4,46.4,686.8,116.591,43.008,0.006474318,1305.2,0.002032075,0.001223081,0.005367072,10660.3,0.01107604,0.007651468,0.003424572,7174.7,0.000626237,0.010831445,-0.008133974,0.112302704,0.544362063,0.656664767,-25.38937257,29.76576721,6.754605428,111.2849105,-18.21863835,-1.439732982,17.89595159,7.664976119,1.751881582,-1.934259042,-23.74881182,11.86981561,-0.91037069,109.4330289,-16.18355154,10.03408336,3.142042513,6.892040847,6.765561853,4.343996685,2.422058861,13.11207631,4.033824939,9.089983053,3.541139651,0.471465284,3.066304637,-0.306557133,0.054550997,-0.352277691,33.14630404,12.04588042,21.11810971,0.454720248,0.797188064,0.37877687,0.255393368,0.494968104,0.133674571,0.002059247,-0.01329814
3/31/2002,2.266573816,1.512135288,-0.287529509,1.043195493,1.527851813,-0.01694398,0,88.816,122.287,901.6,28.3,1.8,410.184,599.713,1664.5,115.5,40.7,499,722,2566.1,143.8,42.6,713.9,121.216,50.609,0.006459362,1325,0.006010913,0.00639879,0.004406785,10789,0.009996492,0.007268675,0.002727816,7209.9,0.001865018,0.113749014,0.266366305,0.663080173,0.092585811,0.755665983,-4.22380336,-2.337618734,21.25756351,-166.2303874,0.099362102,-1.631054557,-4.721611148,1.586537235,-3.391095976,1.457043763,-2.793662173,2.383992413,19.67102627,-162.7383781,-1.357681661,7.153203389,2.098715308,5.05448808,8.205531994,3.994094806,4.234430881,21.99893953,2.626624033,19.35993757,3.81229158,0.457711864,3.354586956,-0.45156978,-0.023630815,-0.433281395,40.71839671,9.153515196,31.57016209,0.343461824,1.18458813,0.268405332,0.307891222,0.825452925,0.143046315,-0.000886685,-0.016257756
6/30/2002,1.894860158,1.724462586,-0.245229039,0.304197498,1.859202878,-0.023311179,0,86.345,125.342,893.7,30.2,0.6,415.355,619.958,1663.9,119.9,39.2,501.7,745.4,2557.6,150,39.8,734.7,128.245,45.405,0.009454478,1338.8,0.009064014,0.009941766,0.005432782,10893.2,0.011075918,0.006989113,0.004086804,7302.1,0.007621094,0.184510393,-0.216244683,0.335931788,-0.276963329,0.058968459,-3.422394843,-4.590493584,12.85143013,-45.99125368,4.09905215,-1.226298374,-3.768620197,1.268361545,-21.07256316,1.486531125,-2.094635449,-0.821873387,11.48306858,-24.91869052,2.712521024,2.575786347,-0.331259527,2.907045875,10.90168734,3.342714821,7.559168097,33.82123992,5.578669139,28.23637113,3.477396786,0.362183193,3.1118875,-0.628760763,-0.061275713,-0.56681256,50.14734963,8.891031913,41.24766004,0.329633216,1.529248681,0.09549676,0.40417786,1.253915652,0.128923785,-0.002271785,-0.021014461
9/30/2002,1.415793058,1.868390062,-0.029512666,-0.079678383,1.544508362,-0.019524255,0,87.09,125.693,915.4,31.5,1.7,425.61,621.507,1655.3,126.5,39.7,512.7,747.2,2570.7,158,41.3,748.2,130.29,41.342,0.008577771,1352.2,0.007071099,0.008041093,0.003075121,10992.1,0.011070486,0.006802375,0.004268112,7390.9,0.004885246,0.005192213,-0.16566253,0.080791934,-0.189982983,-0.109191049,1.034832686,5.136320567,-6.91195266,-16.79225936,6.246856857,1.092987427,-0.264167631,-1.113949786,11.25477315,0.947033847,0.041845259,5.400488198,-5.696834112,-28.04703251,5.198654247,6.294144477,2.056849339,4.237295139,7.63912044,2.116333151,5.523050261,25.39368977,3.101339264,22.28620566,3.266345575,0.315196856,2.951194918,-0.531704037,0.027876487,-0.554737488,42.06159622,7.617595096,34.44300849,0.279719278,1.264752634,0.231121965,0.280509692,0.932460242,0.119940718,0.001023629,-0.020370047
12/31/2002,1.272537736,1.712441192,-0.245515888,0.333727554,1.200764703,-0.016438633,0,93.366,127.042,924.9,33.5,-0.4,432.134,623.658,1650.7,142,42.3,525.5,750.7,2575.5,175.5,41.9,775.1,130.466,44.814,0.018533472,1366.9,0.008334404,0.009907314,0.001722628,11071.5,0.012424696,0.006684154,0.005740542,7467.7,0.004627059,-0.072259254,0.113697904,0.292288903,-0.204077237,0.088211666,0.132846907,7.000741146,-4.951738279,-24.277735,15.71282836,-2.119229062,5.290906469,-0.072740283,-0.854284288,1.643696794,2.150944848,1.709834678,-4.878997996,-23.32345071,14.06913157,1.172013614,-0.779285814,1.951299428,5.005193106,0.37534696,4.630109118,24.49565805,1.478969659,23.00463358,2.776187219,0.250787253,2.525446164,-0.451737754,-0.072216277,-0.380232912,32.99731423,1.253601782,31.73125538,0.045618282,1.154693112,0.042649307,0.18213783,0.891391383,0.101024817,-0.002627934,-0.013836589
